,,
,,
Characteristic Energy eV,1486.6,Acquisition Time s
BE_Sur1 1,CPS_Sur1 1,Background_Sur1 1
1261.5,19785.3,19785.3
1261.1,19517.6,19517.6
1260.7,20000,20000
1260.3,19532.4,19532.4
1259.9,19805.9,19805.9
1259.5,19435.3,19435.3
1259.1,19517.6,19517.6
1258.7,19861.8,19861.8
1258.3,19458.8,19458.8
1257.9,19279.4,19279.4
1257.5,19541.2,19541.2
1257.1,19979.4,19979.4
1256.7,19900,19900
1256.3,20341.2,20341.2
1255.9,20141.2,20141.2
1255.5,19876.5,19876.5
1255.1,19632.4,19632.4
1254.7,20391.2,20391.2
1254.3,19811.8,19811.8
1253.9,20102.9,20102.9
1253.5,20029.4,20029.4
1253.1,20155.9,20155.9
1252.7,19888.2,19888.2
1252.3,20167.6,20167.6
1251.9,20123.5,20123.5
1251.5,20138.2,20138.2
1251.1,20382.4,20382.4
1250.7,20247.1,20247.1
1250.3,20161.8,20161.8
1249.9,20332.4,20332.4
1249.5,20447.1,20447.1
1249.1,20282.4,20282.4
1248.7,20138.2,20138.2
1248.3,20564.7,20564.7
1247.9,20194.1,20194.1
1247.5,20235.3,20235.3
1247.1,20070.6,20070.6
1246.7,20064.7,20064.7
1246.3,20294.1,20294.1
1245.9,20226.5,20226.5
1245.5,20570.6,20570.6
1245.1,20567.6,20567.6
1244.7,20711.8,20711.8
1244.3,20882.4,20882.4
1243.9,20352.9,20352.9
1243.5,20473.5,20473.5
1243.1,20429.4,20429.4
1242.7,20929.4,20929.4
1242.3,20644.1,20644.1
1241.9,20164.7,20164.7
1241.5,20767.6,20767.6
1241.1,21205.9,21205.9
1240.7,20864.7,20864.7
1240.3,21382.4,21382.4
1239.9,21329.4,21329.4
1239.5,20476.5,20476.5
1239.1,20655.9,20655.9
1238.7,20973.5,20973.5
1238.3,20561.8,20561.8
1237.9,21055.9,21055.9
1237.5,20758.8,20758.8
1237.1,21105.9,21105.9
1236.7,20750,20750
1236.3,21011.8,21011.8
1235.9,20352.9,20352.9
1235.5,20773.5,20773.5
1235.1,21073.5,21073.5
1234.7,20855.9,20855.9
1234.3,21244.1,21244.1
1233.9,20911.8,20911.8
1233.5,21073.5,21073.5
1233.1,21194.1,21194.1
1232.7,20655.9,20655.9
1232.3,21511.8,21511.8
1231.9,21455.9,21455.9
1231.5,21320.6,21320.6
1231.1,22041.2,22041.2
1230.7,21491.2,21491.2
1230.3,21485.3,21485.3
1229.9,21835.3,21835.3
1229.5,21461.8,21461.8
1229.1,21902.9,21902.9
1228.7,21626.5,21626.5
1228.3,21591.2,21591.2
1227.9,21755.9,21755.9
1227.5,22161.8,22161.8
1227.1,22338.2,22338.2
1226.7,21935.3,21935.3
1226.3,21820.6,21820.6
1225.9,22258.8,22258.8
1225.5,21952.9,21952.9
1225.1,21905.9,21905.9
1224.7,22202.9,22202.9
1224.3,21788.2,21788.2
1223.9,22208.8,22208.8
1223.5,21300,21300
1223.1,21847.1,21847.1
1222.7,21932.4,21932.4
1222.3,21385.3,21385.3
1221.9,21838.2,21838.2
1221.5,22111.8,22111.8
1221.1,22064.7,22064.7
1220.7,21588.2,21588.2
1220.3,21585.3,21585.3
1219.9,22182.4,22182.4
1219.5,20973.5,20973.5
1219.1,21135.3,21135.3
1218.7,21785.3,21785.3
1218.3,21144.1,21144.1
1217.9,21223.5,21223.5
1217.5,20897.1,20897.1
1217.1,21023.5,21023.5
1216.7,21438.2,21438.2
1216.3,20555.9,20555.9
1215.9,21032.4,21032.4
1215.5,20370.6,20370.6
1215.1,20752.9,20752.9
1214.7,20961.8,20961.8
1214.3,20158.8,20158.8
1213.9,20979.4,20979.4
1213.5,20791.2,20791.2
1213.1,20317.6,20317.6
1212.7,20505.9,20505.9
1212.3,20561.8,20561.8
1211.9,20461.8,20461.8
1211.5,20852.9,20852.9
1211.1,20391.2,20391.2
1210.7,20658.8,20658.8
1210.3,20829.4,20829.4
1209.9,20655.9,20655.9
1209.5,20844.1,20844.1
1209.1,20750,20750
1208.7,20497.1,20497.1
1208.3,20391.2,20391.2
1207.9,20638.2,20638.2
1207.5,20373.5,20373.5
1207.1,20591.2,20591.2
1206.7,20588.2,20588.2
1206.3,20661.8,20661.8
1205.9,20700,20700
1205.5,20832.4,20832.4
1205.1,20644.1,20644.1
1204.7,20832.4,20832.4
1204.3,20767.6,20767.6
1203.9,20882.4,20882.4
1203.5,20720.6,20720.6
1203.1,20500,20500
1202.7,20488.2,20488.2
1202.3,20288.2,20288.2
1201.9,20867.6,20867.6
1201.5,20982.4,20982.4
1201.1,20726.5,20726.5
1200.7,21326.5,21326.5
1200.3,20835.3,20835.3
1199.9,21088.2,21088.2
1199.5,20647.1,20647.1
1199.1,20800,20800
1198.7,21129.4,21129.4
1198.3,20988.2,20988.2
1197.9,21473.5,21473.5
1197.5,20820.6,20820.6
1197.1,20961.8,20961.8
1196.7,21250,21250
1196.3,20944.1,20944.1
1195.9,21638.2,21638.2
1195.5,21167.6,21167.6
1195.1,21347.1,21347.1
1194.7,20976.5,20976.5
1194.3,21297.1,21297.1
1193.9,21311.8,21311.8
1193.5,21505.9,21505.9
1193.1,21397.1,21397.1
1192.7,21114.7,21114.7
1192.3,21014.7,21014.7
1191.9,21132.4,21132.4
1191.5,21335.3,21335.3
1191.1,21182.4,21182.4
1190.7,20985.3,20985.3
1190.3,21300,21300
1189.9,20950,20950
1189.5,20902.9,20902.9
1189.1,21326.5,21326.5
1188.7,21397.1,21397.1
1188.3,21735.3,21735.3
1187.9,21244.1,21244.1
1187.5,21597.1,21597.1
1187.1,21211.8,21211.8
1186.7,21320.6,21320.6
1186.3,21417.6,21417.6
1185.9,20850,20850
1185.5,21673.5,21673.5
1185.1,21570.6,21570.6
1184.7,21858.8,21858.8
1184.3,21461.8,21461.8
1183.9,21617.6,21617.6
1183.5,21426.5,21426.5
1183.1,21576.5,21576.5
1182.7,21358.8,21358.8
1182.3,22150,22150
1181.9,21364.7,21364.7
1181.5,21926.5,21926.5
1181.1,21585.3,21585.3
1180.7,21714.7,21714.7
1180.3,21870.6,21870.6
1179.9,21750,21750
1179.5,21997.1,21997.1
1179.1,21767.6,21767.6
1178.7,21647.1,21647.1
1178.3,21747.1,21747.1
1177.9,21841.2,21841.2
1177.5,21473.5,21473.5
1177.1,21485.3,21485.3
1176.7,22138.2,22138.2
1176.3,21758.8,21758.8
1175.9,21838.2,21838.2
1175.5,22102.9,22102.9
1175.1,22052.9,22052.9
1174.7,22011.8,22011.8
1174.3,22167.6,22167.6
1173.9,21941.2,21941.2
1173.5,21929.4,21929.4
1173.1,22338.2,22338.2
1172.7,21788.2,21788.2
1172.3,22805.9,22805.9
1171.9,22517.6,22517.6
1171.5,22020.6,22020.6
1171.1,21914.7,21914.7
1170.7,22367.6,22367.6
1170.3,22738.2,22738.2
1169.9,22376.5,22376.5
1169.5,22002.9,22002.9
1169.1,22567.6,22567.6
1168.7,22405.9,22405.9
1168.3,22291.2,22291.2
1167.9,23002.9,23002.9
1167.5,22314.7,22314.7
1167.1,22464.7,22464.7
1166.7,22376.5,22376.5
1166.3,22482.4,22482.4
1165.9,22411.8,22411.8
1165.5,22702.9,22702.9
1165.1,22276.5,22276.5
1164.7,23035.3,23035.3
1164.3,22579.4,22579.4
1163.9,22788.2,22788.2
1163.5,22779.4,22779.4
1163.1,22923.5,22923.5
1162.7,22655.9,22655.9
1162.3,22882.4,22882.4
1161.9,22670.6,22670.6
1161.5,22917.6,22917.6
1161.1,22426.5,22426.5
1160.7,22900,22900
1160.3,22600,22600
1159.9,22385.3,22385.3
1159.5,22673.5,22673.5
1159.1,23235.3,23235.3
1158.7,23011.8,23011.8
1158.3,22817.6,22817.6
1157.9,22744.1,22744.1
1157.5,22644.1,22644.1
1157.1,23241.2,23241.2
1156.7,23085.3,23085.3
1156.3,23082.4,23082.4
1155.9,22941.2,22941.2
1155.5,23008.8,23008.8
1155.1,23502.9,23502.9
1154.7,23070.6,23070.6
1154.3,22935.3,22935.3
1153.9,23155.9,23155.9
1153.5,23350,23350
1153.1,23141.2,23141.2
1152.7,23429.4,23429.4
1152.3,23085.3,23085.3
1151.9,23044.1,23044.1
1151.5,23211.8,23211.8
1151.1,23244.1,23244.1
1150.7,23100,23100
1150.3,23608.8,23608.8
1149.9,23788.2,23788.2
1149.5,23052.9,23052.9
1149.1,23635.3,23635.3
1148.7,23200,23200
1148.3,23470.6,23470.6
1147.9,23850,23850
1147.5,23682.4,23682.4
1147.1,23547.1,23547.1
1146.7,24002.9,24002.9
1146.3,23567.6,23567.6
1145.9,23726.5,23726.5
1145.5,23858.8,23858.8
1145.1,23941.2,23941.2
1144.7,23426.5,23426.5
1144.3,23935.3,23935.3
1143.9,24255.9,24255.9
1143.5,24091.2,24091.2
1143.1,24147.1,24147.1
1142.7,24017.6,24017.6
1142.3,24076.5,24076.5
1141.9,23911.8,23911.8
1141.5,23673.5,23673.5
1141.1,23850,23850
1140.7,23908.8,23908.8
1140.3,23864.7,23864.7
1139.9,23876.5,23876.5
1139.5,23938.2,23938.2
1139.1,24185.3,24185.3
1138.7,24300,24300
1138.3,23888.2,23888.2
1137.9,24185.3,24185.3
1137.5,24105.9,24105.9
1137.1,24179.4,24179.4
1136.7,24447.1,24447.1
1136.3,24188.2,24188.2
1135.9,24235.3,24235.3
1135.5,24750,24750
1135.1,24544.1,24544.1
1134.7,24582.4,24582.4
1134.3,24505.9,24505.9
1133.9,24064.7,24064.7
1133.5,24541.2,24541.2
1133.1,24485.3,24485.3
1132.7,24788.2,24788.2
1132.3,23908.8,23908.8
1131.9,24361.8,24361.8
1131.5,24520.6,24520.6
1131.1,24655.9,24655.9
1130.7,24170.6,24170.6
1130.3,24567.6,24567.6
1129.9,24644.1,24644.1
1129.5,24411.8,24411.8
1129.1,24338.2,24338.2
1128.7,24311.8,24311.8
1128.3,24620.6,24620.6
1127.9,24538.2,24538.2
1127.5,24829.4,24829.4
1127.1,24267.6,24267.6
1126.7,24832.4,24832.4
1126.3,24891.2,24891.2
1125.9,24582.4,24582.4
1125.5,25138.2,25138.2
1125.1,24900,24900
1124.7,25638.2,25638.2
1124.3,24902.9,24902.9
1123.9,24767.6,24767.6
1123.5,24761.8,24761.8
1123.1,24705.9,24705.9
1122.7,24832.4,24832.4
1122.3,25105.9,25105.9
1121.9,25279.4,25279.4
1121.5,24844.1,24844.1
1121.1,25217.6,25217.6
1120.7,24979.4,24979.4
1120.3,25335.3,25335.3
1119.9,24647.1,24647.1
1119.5,25114.7,25114.7
1119.1,25014.7,25014.7
1118.7,25341.2,25341.2
1118.3,25344.1,25344.1
1117.9,25152.9,25152.9
1117.5,25129.4,25129.4
1117.1,25273.5,25273.5
1116.7,25135.3,25135.3
1116.3,25402.9,25402.9
1115.9,25476.5,25476.5
1115.5,24723.5,24723.5
1115.1,24697.1,24697.1
1114.7,25532.4,25532.4
1114.3,25414.7,25414.7
1113.9,25564.7,25564.7
1113.5,25264.7,25264.7
1113.1,25214.7,25214.7
1112.7,25391.2,25391.2
1112.3,25058.8,25058.8
1111.9,25420.6,25420.6
1111.5,25735.3,25735.3
1111.1,25761.8,25761.8
1110.7,25200,25200
1110.3,25782.4,25782.4
1109.9,25776.5,25776.5
1109.5,25247.1,25247.1
1109.1,25561.8,25561.8
1108.7,25408.8,25408.8
1108.3,25676.5,25676.5
1107.9,25208.8,25208.8
1107.5,26229.4,26229.4
1107.1,25973.5,25973.5
1106.7,26320.6,26320.6
1106.3,26164.7,26164.7
1105.9,26241.2,26241.2
1105.5,25547.1,25547.1
1105.1,25729.4,25729.4
1104.7,25673.5,25673.5
1104.3,25308.8,25308.8
1103.9,25620.6,25620.6
1103.5,25985.3,25985.3
1103.1,25838.2,25838.2
1102.7,25867.6,25867.6
1102.3,26005.9,26005.9
1101.9,26482.4,26482.4
1101.5,26164.7,26164.7
1101.1,25855.9,25855.9
1100.7,26029.4,26029.4
1100.3,26026.5,26026.5
1099.9,25902.9,25902.9
1099.5,26079.4,26079.4
1099.1,26120.6,26120.6
1098.7,26205.9,26205.9
1098.3,26238.2,26238.2
1097.9,26723.5,26723.5
1097.5,26541.2,26541.2
1097.1,26697.1,26697.1
1096.7,26391.2,26391.2
1096.3,26376.5,26376.5
1095.9,26176.5,26176.5
1095.5,25897.1,25897.1
1095.1,26294.1,26294.1
1094.7,26014.7,26014.7
1094.3,25935.3,25935.3
1093.9,26382.4,26382.4
1093.5,26047.1,26047.1
1093.1,26200,26200
1092.7,25776.5,25776.5
1092.3,26155.9,26155.9
1091.9,25511.8,25511.8
1091.5,26323.5,26323.5
1091.1,26417.6,26417.6
1090.7,26270.6,26270.6
1090.3,26191.2,26191.2
1089.9,25982.4,25982.4
1089.5,26182.4,26182.4
1089.1,25758.8,25758.8
1088.7,26417.6,26417.6
1088.3,25938.2,25938.2
1087.9,25976.5,25976.5
1087.5,25773.5,25773.5
1087.1,26050,26050
1086.7,25705.9,25705.9
1086.3,25997.1,25997.1
1085.9,25855.9,25855.9
1085.5,26220.6,26220.6
1085.1,26320.6,26320.6
1084.7,26570.6,26570.6
1084.3,25858.8,25858.8
1083.9,25582.4,25582.4
1083.5,26055.9,26055.9
1083.1,26529.4,26529.4
1082.7,26423.5,26423.5
1082.3,26529.4,26529.4
1081.9,26344.1,26344.1
1081.5,26338.2,26338.2
1081.1,26755.9,26755.9
1080.7,26264.7,26264.7
1080.3,25776.5,25776.5
1079.9,26226.5,26226.5
1079.5,26279.4,26279.4
