,,
,,
Characteristic Energy eV,1486.6,Acquisition Time s
BE_Sur1 1,CPS_Sur1 1,Background_Sur1 1
1050.6,15664.7,15664.7
1050.2,15679.4,15679.4
1049.8,16200,16200
1049.4,15820.6,15820.6
1049,15800,15800
1048.6,16020.6,16020.6
1048.2,15964.7,15964.7
1047.8,16097.1,16097.1
1047.4,16176.5,16176.5
1047,15952.9,15952.9
1046.6,15870.6,15870.6
1046.2,15970.6,15970.6
1045.8,16405.9,16405.9
1045.4,15755.9,15755.9
1045,15952.9,15952.9
1044.6,16323.5,16323.5
1044.2,16135.3,16135.3
1043.8,16391.2,16391.2
1043.4,16705.9,16705.9
1043,15729.4,15729.4
1042.6,16276.5,16276.5
1042.2,16147.1,16147.1
1041.8,16323.5,16323.5
1041.4,16167.6,16167.6
1041,16055.9,16055.9
1040.6,16552.9,16552.9
1040.2,16185.3,16185.3
1039.8,15929.4,15929.4
1039.4,16300,16300
1039,16191.2,16191.2
1038.6,15961.8,15961.8
1038.2,16364.7,16364.7
1037.8,16155.9,16155.9
1037.4,16152.9,16152.9
1037,16476.5,16476.5
1036.6,16267.6,16267.6
1036.2,16488.2,16488.2
1035.8,16370.6,16370.6
1035.4,16261.8,16261.8
1035,16376.5,16376.5
1034.6,16832.4,16832.4
1034.2,16991.2,16991.2
1033.8,16244.1,16244.1
1033.4,16691.2,16691.2
1033,16567.6,16567.6
1032.6,16505.9,16505.9
1032.2,16561.8,16561.8
1031.8,16838.2,16838.2
1031.4,16538.2,16538.2
1031,16529.4,16529.4
1030.6,17023.5,17023.5
1030.2,16632.4,16632.4
1029.8,16579.4,16579.4
1029.4,16264.7,16264.7
1029,16629.4,16629.4
1028.6,16897.1,16897.1
1028.2,16626.5,16626.5
1027.8,16782.4,16782.4
1027.4,16894.1,16894.1
1027,17347.1,17347.1
1026.6,16573.5,16573.5
1026.2,16526.5,16526.5
1025.8,16805.9,16805.9
1025.4,16650,16650
1025,16902.9,16902.9
1024.6,16591.2,16591.2
1024.2,17111.8,17111.8
1023.8,16970.6,16970.6
1023.4,17232.4,17232.4
1023,16626.5,16626.5
1022.6,17097.1,17097.1
1022.2,17152.9,17152.9
1021.8,16926.5,16926.5
1021.4,17417.6,17417.6
1021,17232.4,17232.4
1020.6,17226.5,17226.5
1020.2,17223.5,17223.5
1019.8,17217.6,17217.6
1019.4,16620.6,16620.6
1019,17032.4,17032.4
1018.6,17576.5,17576.5
1018.2,17255.9,17255.9
1017.8,17311.8,17311.8
1017.4,17097.1,17097.1
1017,17029.4,17029.4
1016.6,17129.4,17129.4
1016.2,17691.2,17691.2
1015.8,17311.8,17311.8
1015.4,17550,17550
1015,17305.9,17305.9
