,
,
Characteristic Energy eV,1486.6
BE_Sur1 1,CPS_Sur1 1
1399,140106
1398.6,139147
1398.2,138447
1397.8,139326
1397.4,138124
1397,135165
1396.6,135700
1396.2,136588
1395.8,135359
1395.4,134594
1395,134694
1394.6,132506
1394.2,132779
1393.8,132915
1393.4,130218
1393,131232
1392.6,130350
1392.2,130438
1391.8,130900
1391.4,128926
1391,128103
1390.6,127944
1390.2,128550
1389.8,127782
1389.4,126935
1389,126194
1388.6,126147
1388.2,125371
1387.8,125450
1387.4,124879
1387,124229
1386.6,124435
1386.2,122688
1385.8,123153
1385.4,121868
1385,122682
1384.6,122018
1384.2,120985
1383.8,120397
1383.4,120485
1383,120406
1382.6,118894
1382.2,119362
1381.8,118826
1381.4,118391
1381,118579
1380.6,116585
1380.2,116503
1379.8,116047
1379.4,115965
1379,116515
1378.6,115700
1378.2,114818
1377.8,116012
1377.4,113941
1377,114371
1376.6,114526
1376.2,113191
1375.8,112459
1375.4,113024
1375,112950
1374.6,112735
1374.2,112053
1373.8,111759
1373.4,111397
1373,110638
1372.6,110312
1372.2,110497
1371.8,110044
1371.4,109676
1371,109232
1370.6,109253
1370.2,108482
1369.8,108474
1369.4,109044
1369,107159
1368.6,107021
1368.2,107774
1367.8,107447
1367.4,106735
1367,107182
1366.6,106412
1366.2,106082
1365.8,105450
1365.4,106097
1365,105471
1364.6,105279
1364.2,105209
1363.8,105056
1363.4,104909
1363,104488
1362.6,104315
1362.2,103009
1361.8,104518
1361.4,102679
1361,103091
1360.6,102850
1360.2,102256
1359.8,101976
1359.4,103000
1359,102803
1358.6,102253
1358.2,101094
1357.8,101932
1357.4,101456
1357,101741
1356.6,101332
1356.2,100521
1355.8,101635
1355.4,99867.6
1355,100094
1354.6,99394.1
1354.2,99502.9
1353.8,99126.5
1353.4,100091
1353,99470.6
1352.6,99767.6
1352.2,99258.8
1351.8,98541.2
1351.4,98985.3
1351,97811.8
1350.6,98764.7
1350.2,97461.8
1349.8,97776.5
1349.4,98541.2
1349,96938.2
1348.6,97811.8
1348.2,97294.1
1347.8,97344.1
1347.4,96561.8
1347,97508.8
1346.6,96285.3
1346.2,96644.1
1345.8,97332.4
1345.4,97470.6
1345,96697.1
1344.6,96041.2
1344.2,96308.8
1343.8,97076.5
1343.4,98126.5
1343,98197.1
1342.6,98461.8
1342.2,98552.9
1341.8,98791.2
1341.4,99902.9
1341,98208.8
1340.6,98311.8
1340.2,96808.8
1339.8,97135.3
1339.4,96558.8
1339,95520.6
1338.6,93664.7
1338.2,94311.8
1337.8,94264.7
1337.4,93438.2
1337,93273.5
1336.6,93076.5
1336.2,93617.6
1335.8,92082.4
1335.4,92094.1
1335,92205.9
1334.6,90573.5
1334.2,90994.1
1333.8,89991.2
1333.4,89273.5
1333,89614.7
1332.6,88905.9
1332.2,88214.7
1331.8,87444.1
1331.4,86564.7
1331,86485.3
1330.6,86373.5
1330.2,84938.2
1329.8,84079.4
1329.4,84035.3
1329,82738.2
1328.6,83847.1
1328.2,82585.3
1327.8,82505.9
1327.4,81914.7
1327,81417.6
1326.6,82438.2
1326.2,81782.4
1325.8,81720.6
1325.4,82364.7
1325,83041.2
