Binding Energy/eV,Intensity,ac
1027.0,56055.9,55722.5
1026.6,56205.9,55721.9
1026.2,56864.7,55720.5
1025.8,56588.2,55719.5
1025.4,57552.9,55717.2
1025.0,57941.2,55714.5
1024.6,59158.8,55710.3
1024.2,60791.2,55704.1
1023.8,65961.8,55691.5
1023.4,71820.6,55671.8
1023.0,77876.5,55644.7
1022.6,84120.6,55609.8
1022.2,87597.1,55570.7
1021.8,86217.6,55533.2
1021.4,81541.2,55501.4
1021.0,73879.4,55479.0
1020.6,66802.9,55465.1
1020.2,61426.5,55457.8
1019.8,59132.4,55453.3
1019.4,57414.7,55450.9
1019.0,57726.5,55448.1
1018.6,56452.9,55446.9
1018.2,56397.1,55445.8
1017.8,56085.3,55445.0
1017.4,55914.7,55444.4
1017.0,56011.8,55443.7
1016.6,55576.5,55443.5
1016.2,56200.0,55442.6
1015.8,55067.6,55442.2
1015.4,55058.8,55058.8
1015.0,55905.9,55905.9
1014.6,55644.1,55644.1
1014.2,55576.5,55576.5
1013.8,55744.1,55744.1
1013.4,55417.6,55417.6
1013.0,55902.9,55902.9
1012.6,55908.8,55908.8
1012.2,56338.2,56338.2
1011.8,55811.8,55811.8
1011.4,55532.4,55532.4
1011.0,55805.9,55805.9
1010.6,56232.4,56232.4
1010.2,55497.1,55497.1
1009.8,55391.2,55391.2
1009.4,55388.2,55388.2
1009.0,55547.1,55547.1
1008.6,56014.7,56014.7
1008.2,56438.2,56438.2
1007.8,55805.9,55805.9
1007.4,55391.2,55391.2
1007.0,55844.1,55844.1
1006.6,55320.6,55320.6
1006.2,56241.2,56241.2
1005.8,55658.8,55658.8
1005.4,55773.5,55773.5
1005.0,55988.2,55988.2
1004.6,56423.5,56423.5
1004.2,55823.5,55823.5
1003.8,56902.9,56902.9
1003.4,56585.3,56585.3
1003.0,56788.2,56788.2
1002.6,55741.2,55741.2
1002.2,56829.4,56829.4
1001.8,57152.9,57152.9
1001.4,56697.1,56697.1
1001.0,56591.2,56591.2
1000.6,57005.9,57005.9
1000.2,56744.1,56744.1
999.8,56702.9,56702.9
999.4,56691.2,56691.2
999.0,57232.4,57232.4
998.6,57147.1,57147.1
998.2,57488.2,57488.2
997.8,56320.6,56320.6
997.4,57544.1,57544.1
997.0,56658.8,56658.8
996.6,56091.2,56091.2
996.2,56491.2,56491.2
995.8,56747.1,56747.1
995.4,56714.7,56714.7
995.0,56414.7,56414.7
994.6,55900.0,55900.0
994.2,56844.1,56844.1
993.8,56788.2,56788.2
993.4,56991.2,56991.2
993.0,56717.6,56717.6
992.6,57182.4,57182.4
992.2,56914.7,56914.7
991.8,56726.5,56726.5
991.4,56576.5,56576.5
991.0,57402.9,57402.9
990.6,57288.2,57288.2
990.2,57526.5,57526.5
989.8,57202.9,57202.9
989.4,56608.8,56608.8
989.0,56932.4,56932.4
988.6,56994.1,56994.1
988.2,56952.9,56952.9
987.8,57567.6,57567.6
987.4,57170.6,57170.6
987.0,57411.8,57411.8
986.6,56376.5,56376.5
986.2,57438.2,57438.2
985.8,57002.9,57002.9
985.4,57170.6,57170.6
985.0,56994.1,56994.1
984.6,57879.4,57879.4
984.2,57394.1,57394.1
983.8,57058.8,57058.8
983.4,57273.5,57273.5
983.0,57782.4,57782.4
982.6,57582.4,57582.4
982.2,58091.2,58091.2
981.8,57414.7,57414.7
981.4,57608.8,57608.8
981.0,57373.5,57373.5
980.6,58270.6,58270.6
980.2,58235.3,58235.3
979.8,58314.7,58314.7
979.4,58944.1,58944.1
979.0,58947.1,58947.1
978.6,58564.7,58564.7
978.2,59261.8,59261.8
977.8,58776.5,58776.5
977.4,58897.1,58897.1
977.0,59076.5,59076.5
976.6,58894.1,58894.1
976.2,59194.1,59194.1
975.8,59152.9,59152.9
975.4,58620.6,58620.6
975.0,59664.7,59664.7
974.6,58994.1,58994.1
974.2,58976.5,58976.5
973.8,58597.1,58597.1
973.4,59447.1,59447.1
973.0,58917.6,58917.6
972.6,58414.7,58414.7
972.2,58979.4,58979.4
971.8,58423.5,58423.5
971.4,59247.1,59247.1
971.0,58929.4,58929.4
970.6,57897.1,57897.1
970.2,59455.9,59455.9
969.8,58773.5,58773.5
969.4,58505.9,58505.9
969.0,57591.2,57591.2
968.6,58141.2,58141.2
968.2,57938.2,57938.2
967.8,57935.3,57935.3
967.4,57629.4,57629.4
967.0,57814.7,57814.7
966.6,58179.4,58179.4
966.2,57329.4,57329.4
965.8,58341.2,58341.2
965.4,58588.2,58588.2
965.0,57691.2,57691.2
964.6,57914.7,57914.7
964.2,58123.5,58123.5
963.8,58061.8,58061.8
963.4,57870.6,57870.6
963.0,58688.2,58688.2
962.6,58164.7,58164.7
962.2,57702.9,57702.9
961.8,57323.5,57323.5
961.4,57255.9,57255.9
961.0,58188.2,58188.2
960.6,57938.2,57938.2
960.2,57308.8,57308.8
959.8,57967.6,57967.6
959.4,58200.0,58200.0
959.0,58441.2,58441.2
958.6,58029.4,58029.4
958.2,57717.6,57717.6
957.8,58285.3,58285.3
957.4,58202.9,58202.9
957.0,57502.9,57502.9
956.6,58217.6,58217.6
956.2,57820.6,57820.6
955.8,57338.2,57338.2
955.4,58279.4,58279.4
955.0,59226.5,59226.5
954.6,58808.8,58808.8
954.2,58602.9,58602.9
953.8,57864.7,57864.7
953.4,57661.8,57661.8
953.0,58832.4,58832.4
952.6,58679.4,58679.4
952.2,58255.9,58255.9
951.8,58738.2,58738.2
951.4,58435.3,58435.3
951.0,59400.0,59400.0
950.6,58523.5,58523.5
950.2,59476.5,59476.5
949.8,58541.2,58541.2
949.4,58376.5,58376.5
949.0,58444.1,58444.1
948.6,59317.6,59317.6
948.2,58779.4,58779.4
947.8,58800.0,58800.0
947.4,58194.1,58194.1
947.0,59094.1,59094.1
946.6,58123.5,58123.5
946.2,59450.0,59450.0
945.8,59505.9,59505.9
945.4,58794.1,58794.1
945.0,58988.2,58988.2
944.6,59708.8,59708.8
944.2,58976.5,58976.5
943.8,58647.1,58647.1
943.4,59332.4,59332.4
943.0,59423.5,59423.5
942.6,59082.4,59082.4
942.2,59864.7,59864.7
941.8,58717.6,58717.6
941.4,58547.1,58547.1
941.0,59855.9,59855.9
940.6,59532.4,59532.4
940.2,59200.0,59200.0
939.8,59105.9,59105.9
939.4,59464.7,59464.7
939.0,59702.9,59702.9
938.6,59035.3,59035.3
938.2,59802.9,59802.9
937.8,59852.9,59852.9
937.4,59867.6,59867.6
937.0,59100.0,59100.0
936.6,59941.2,59941.2
936.2,60011.8,60011.8
935.8,59938.2,59938.2
935.4,59938.2,59938.2
935.0,60491.2,60491.2
934.6,59355.9,59355.9
934.2,60152.9,60152.9
933.8,60232.4,60232.4
933.4,61473.5,61473.5
933.0,59711.8,59711.8
932.6,60147.1,60147.1
932.2,61167.6,61167.6
931.8,59579.4,59579.4
931.4,59885.3,59885.3
931.0,61005.9,61005.9
930.6,60117.6,60117.6
930.2,60476.5,60476.5
929.8,60200.0,60200.0
929.4,60467.6,60467.6
929.0,60397.1,60397.1
928.6,60152.9,60152.9
928.2,60664.7,60664.7
927.8,60776.5,60776.5
927.4,60097.1,60097.1
927.0,60226.5,60226.5
926.6,60550.0,60550.0
926.2,60629.4,60629.4
925.8,61020.6,61020.6
925.4,60379.4,60379.4
925.0,61261.8,61261.8
924.6,60352.9,60352.9
924.2,60300.0,60300.0
923.8,59991.2,59991.2
923.4,60826.5,60826.5
923.0,61364.7,61364.7
922.6,61252.9,61252.9
922.2,60855.9,60855.9
921.8,61641.2,61641.2
921.4,61726.5,61726.5
921.0,61361.8,61361.8
920.6,61485.3,61485.3
920.2,60667.6,60667.6
919.8,61588.2,61588.2
919.4,61511.8,61511.8
919.0,60570.6,60570.6
918.6,61002.9,61002.9
918.2,61526.5,61526.5
917.8,60923.5,60923.5
917.4,61891.2,61891.2
917.0,61652.9,61652.9
916.6,61726.5,61726.5
916.2,61588.2,61588.2
915.8,61950.0,61950.0
915.4,61002.9,61002.9
915.0,61273.5,61273.5
914.6,61391.2,61391.2
914.2,61741.2,61741.2
913.8,61420.6,61420.6
913.4,61761.8,61761.8
913.0,61864.7,61864.7
912.6,61797.1,61797.1
912.2,61873.5,61873.5
911.8,61905.9,61905.9
911.4,61938.2,61938.2
911.0,61576.5,61576.5
910.6,62482.4,62482.4
910.2,62117.6,62117.6
909.8,62000.0,62000.0
909.4,62841.2,62841.2
909.0,62091.2,62091.2
908.6,62447.1,62447.1
908.2,61988.2,61988.2
907.8,61894.1,61894.1
907.4,62450.0,62450.0
907.0,61488.2,61488.2
906.6,61752.9,61752.9
906.2,62385.3,62385.3
905.8,61997.1,61997.1
905.4,62817.6,62817.6
905.0,62158.8,62158.8
904.6,62652.9,62652.9
904.2,62655.9,62655.9
903.8,62441.2,62441.2
903.4,62850.0,62850.0
903.0,63588.2,63588.2
902.6,62005.9,62005.9
902.2,62752.9,62752.9
901.8,62914.7,62914.7
901.4,62470.6,62470.6
901.0,62576.5,62576.5
900.6,63320.6,63320.6
900.2,62700.0,62700.0
899.8,62150.0,62150.0
899.4,62147.1,62147.1
899.0,62432.4,62432.4
898.6,62320.6,62320.6
898.2,63076.5,63076.5
897.8,63776.5,63776.5
897.4,62858.8,62858.8
897.0,62961.8,62961.8
896.6,63691.2,63691.2
896.2,63582.4,63582.4
895.8,63064.7,63064.7
895.4,62502.9,62502.9
895.0,63188.2,63188.2
894.6,63432.4,63432.4
894.2,63873.5,63873.5
893.8,63529.4,63529.4
893.4,63923.5,63923.5
893.0,63426.5,63426.5
892.6,63688.2,63688.2
892.2,63647.1,63647.1
891.8,63191.2,63191.2
891.4,63567.6,63567.6
891.0,64061.8,64061.8
890.6,64394.1,64394.1
890.2,64182.4,64182.4
889.8,63741.2,63741.2
889.4,63661.8,63661.8
889.0,63758.8,63758.8
888.6,63041.2,63041.2
888.2,64123.5,64123.5
887.8,64276.5,64276.5
887.4,64200.0,64200.0
887.0,64252.9,64252.9
886.6,64326.5,64326.5
886.2,64750.0,64750.0
885.8,64179.4,64179.4
885.4,63829.4,63829.4
885.0,64273.5,64273.5
884.6,64173.5,64173.5
884.2,64723.5,64723.5
883.8,64391.2,64391.2
883.4,64500.0,64500.0
883.0,64941.2,64941.2
882.6,65044.1,65044.1
882.2,65550.0,65550.0
881.8,64808.8,64808.8
881.4,65529.4,65529.4
881.0,64750.0,64750.0
880.6,64570.6,64570.6
880.2,64897.1,64897.1
879.8,64905.9,64905.9
879.4,64841.2,64841.2
879.0,65717.6,65717.6
878.6,65332.4,65332.4
878.2,65776.5,65776.5
877.8,65376.5,65376.5
877.4,65664.7,65664.7
877.0,65873.5,65873.5
876.6,64979.4,64979.4
876.2,65670.6,65670.6
875.8,65982.4,65982.4
875.4,65652.9,65652.9
875.0,66202.9,66202.9
874.6,65650.0,65650.0
874.2,65838.2,65838.2
873.8,65502.9,65502.9
873.4,65338.2,65338.2
873.0,66432.4,66432.4
872.6,66250.0,66250.0
872.2,66711.8,66711.8
871.8,65620.6,65620.6
871.4,65741.2,65741.2
871.0,65526.5,65526.5
870.6,65955.9,65955.9
870.2,66370.6,66370.6
869.8,66373.5,66373.5
869.4,66438.2,66438.2
869.0,66679.4,66679.4
868.6,67302.9,67302.9
868.2,65876.5,65876.5
867.8,66102.9,66102.9
867.4,66264.7,66264.7
867.0,67032.4,67032.4
866.6,66544.1,66544.1
866.2,67717.6,67717.6
865.8,66558.8,66558.8
865.4,67120.6,67120.6
865.0,66544.1,66544.1
864.6,66852.9,66852.9
864.2,67779.4,67779.4
863.8,67517.6,67517.6
863.4,67511.8,67511.8
863.0,67317.6,67317.6
862.6,66852.9,66852.9
862.2,68388.2,68388.2
861.8,68250.0,68250.0
861.4,68061.8,68061.8
861.0,68141.2,68141.2
860.6,67611.8,67611.8
860.2,68670.6,68670.6
859.8,67488.2,67488.2
859.4,68747.1,68747.1
859.0,68585.3,68585.3
858.6,68523.5,68523.5
858.2,69282.4,69282.4
857.8,68355.9,68355.9
857.4,68502.9,68502.9
857.0,68882.4,68882.4
856.6,68247.1,68247.1
856.2,67167.6,67167.6
855.8,68664.7,68664.7
855.4,68441.2,68441.2
855.0,68067.6,68067.6
854.6,68579.4,68579.4
854.2,68317.6,68317.6
853.8,68555.9,68555.9
853.4,68129.4,68129.4
853.0,68961.8,68961.8
852.6,68161.8,68161.8
852.2,69479.4,69479.4
851.8,68294.1,68294.1
851.4,69364.7,69364.7
851.0,67852.9,67852.9
850.6,68929.4,68929.4
850.2,69273.5,69273.5
849.8,69023.5,69023.5
849.4,68432.4,68432.4
849.0,68747.1,68747.1
848.6,68620.6,68620.6
848.2,69644.1,69644.1
847.8,68897.1,68897.1
847.4,68629.4,68629.4
847.0,68800.0,68800.0
846.6,69152.9,69152.9
846.2,69500.0,69500.0
845.8,69526.5,69526.5
845.4,68711.8,68711.8
845.0,68858.8,68858.8
844.6,69802.9,69802.9
844.2,68570.6,68570.6
843.8,69385.3,69385.3
843.4,69905.9,69905.9
843.0,69852.9,69852.9
842.6,69355.9,69355.9
842.2,69591.2,69591.2
841.8,69035.3,69035.3
841.4,70223.5,70223.5
841.0,70244.1,70244.1
840.6,69885.3,69885.3
840.2,70547.1,70547.1
839.8,70764.7,70764.7
839.4,69923.5,69923.5
839.0,70152.9,70152.9
838.6,70644.1,70644.1
838.2,70558.8,70558.8
837.8,71232.4,71232.4
837.4,71450.0,71450.0
837.0,71302.9,71302.9
836.6,71717.6,71717.6
836.2,72576.5,72576.5
835.8,71617.6,71617.6
835.4,72061.8,72061.8
835.0,72479.4,72479.4
834.6,73288.2,73288.2
834.2,72838.2,72838.2
833.8,73185.3,73185.3
833.4,72694.1,72694.1
833.0,73620.6,73620.6
832.6,73988.2,73988.2
832.2,73102.9,73102.9
831.8,73288.2,73288.2
831.4,73102.9,73102.9
831.0,73594.1,73594.1
830.6,72761.8,72761.8
830.2,73447.1,73447.1
829.8,73479.4,73479.4
829.4,72588.2,72588.2
829.0,72655.9,72655.9
828.6,72373.5,72373.5
828.2,72370.6,72370.6
827.8,72255.9,72255.9
827.4,72729.4,72729.4
827.0,72717.6,72717.6
826.6,72150.0,72150.0
826.2,71661.8,71661.8
825.8,71161.8,71161.8
825.4,72511.8,72511.8
825.0,71111.8,71111.8
824.6,71908.8,71908.8
824.2,71744.1,71744.1
823.8,71508.8,71508.8
823.4,71544.1,71544.1
823.0,72394.1,72394.1
822.6,71232.4,71232.4
822.2,71623.5,71623.5
821.8,71608.8,71608.8
821.4,72794.1,72794.1
821.0,71841.2,71841.2
820.6,71376.5,71376.5
820.2,70914.7,70914.7
819.8,71294.1,71294.1
819.4,71476.5,71476.5
819.0,71908.8,71908.8
818.6,70997.1,70997.1
818.2,70679.4,70679.4
817.8,71664.7,71664.7
817.4,72426.5,72426.5
817.0,72338.2,72338.2
816.6,72244.1,72244.1
816.2,71761.8,71761.8
815.8,72411.8,72411.8
815.4,71050.0,71050.0
815.0,72255.9,72255.9
814.6,71573.5,71573.5
814.2,71914.7,71914.7
813.8,72350.0,72350.0
813.4,72091.2,72091.2
813.0,72364.7,72364.7
812.6,72385.3,72385.3
812.2,72823.5,72823.5
811.8,72808.8,72808.8
811.4,72644.1,72644.1
811.0,72414.7,72414.7
810.6,72850.0,72850.0
810.2,73085.3,73085.3
809.8,73520.6,73520.6
809.4,72435.3,72435.3
809.0,72685.3,72685.3
808.6,73217.6,73217.6
808.2,72191.2,72191.2
807.8,72967.6,72967.6
807.4,72658.8,72658.8
807.0,72038.2,72038.2
806.6,73385.3,73385.3
806.2,73267.6,73267.6
805.8,72782.4,72782.4
805.4,73961.8,73961.8
805.0,73661.8,73661.8
804.6,74002.9,74002.9
804.2,73305.9,73305.9
803.8,73932.4,73932.4
803.4,73726.5,73726.5
803.0,74167.6,74167.6
802.6,74297.1,74297.1
802.2,73444.1,73444.1
801.8,75052.9,75052.9
801.4,73632.4,73632.4
801.0,74682.4,74682.4
800.6,74035.3,74035.3
800.2,73588.2,73588.2
799.8,73929.4,73929.4
799.4,74202.9,74202.9
799.0,74673.5,74673.5
798.6,74005.9,74005.9
798.2,74667.6,74667.6
797.8,74605.9,74605.9
797.4,75017.6,75017.6
797.0,74088.2,74088.2
796.6,74582.4,74582.4
796.2,74161.8,74161.8
795.8,74550.0,74550.0
795.4,75576.5,75576.5
795.0,75058.8,75058.8
794.6,75347.1,75347.1
794.2,75035.3,75035.3
793.8,74988.2,74988.2
793.4,74514.7,74514.7
793.0,75250.0,75250.0
792.6,75217.6,75217.6
792.2,75650.0,75650.0
791.8,75291.2,75291.2
791.4,75335.3,75335.3
791.0,75050.0,75050.0
790.6,75441.2,75441.2
790.2,75326.5,75326.5
789.8,75788.2,75788.2
789.4,75382.4,75382.4
789.0,75426.5,75426.5
788.6,76167.6,76167.6
788.2,75885.3,75885.3
787.8,76223.5,76223.5
787.4,76664.7,76664.7
787.0,75126.5,75126.5
786.6,76682.4,76682.4
786.2,75670.6,75670.6
785.8,76270.6,76270.6
785.4,75617.6,75617.6
785.0,76470.6,76470.6
784.6,76388.2,76388.2
784.2,76417.6,76417.6
783.8,75976.5,75976.5
783.4,76394.1,76394.1
783.0,76794.1,76794.1
782.6,76667.6,76667.6
782.2,76444.1,76444.1
781.8,76767.6,76767.6
781.4,76623.5,76623.5
781.0,77191.2,77191.2
780.6,76973.5,76973.5
780.2,76285.3,76285.3
779.8,76200.0,76200.0
779.4,76532.4,76532.4
779.0,76397.1,76397.1
778.6,76935.3,76935.3
778.2,76391.2,76391.2
777.8,76920.6,76920.6
777.4,77117.6,77117.6
777.0,76688.2,76688.2
776.6,76861.8,76861.8
776.2,76214.7,76214.7
775.8,77747.1,77747.1
775.4,76944.1,76944.1
775.0,76329.4,76329.4
774.6,77808.8,77808.8
774.2,76523.5,76523.5
773.8,77129.4,77129.4
773.4,77091.2,77091.2
773.0,77661.8,77661.8
772.6,77382.4,77382.4
772.2,78302.9,78302.9
771.8,77573.5,77573.5
771.4,77776.5,77776.5
771.0,77882.4,77882.4
770.6,77438.2,77438.2
770.2,78008.8,78008.8
769.8,76894.1,76894.1
769.4,77538.2,77538.2
769.0,78273.5,78273.5
768.6,78508.8,78508.8
768.2,78064.7,78064.7
767.8,77932.4,77932.4
767.4,78358.8,78358.8
767.0,77835.3,77835.3
766.6,79176.5,79176.5
766.2,79120.6,79120.6
765.8,79897.1,79897.1
765.4,79726.5,79726.5
765.0,80032.4,80032.4
764.6,80852.9,80852.9
764.2,80508.8,80508.8
763.8,81555.9,81555.9
763.4,81632.4,81632.4
763.0,82005.9,82005.9
762.6,82291.2,82291.2
762.2,81758.8,81758.8
761.8,81473.5,81473.5
761.4,83305.9,83305.9
761.0,82426.5,82426.5
760.6,82097.1,82097.1
760.2,82058.8,82058.8
759.8,82202.9,82202.9
759.4,81097.1,81097.1
759.0,81179.4,81179.4
758.6,81229.4,81229.4
758.2,80526.5,80526.5
757.8,80082.4,80082.4
757.4,79658.8,79658.8
757.0,79382.4,79382.4
756.6,79747.1,79747.1
756.2,77876.5,77876.5
755.8,78791.2,78791.2
755.4,78485.3,78485.3
755.0,79367.6,79367.6
754.6,78355.9,78355.9
754.2,78914.7,78914.7
753.8,78579.4,78579.4
753.4,77917.6,77917.6
753.0,78152.9,78152.9
752.6,78152.9,78152.9
752.2,77741.2,77741.2
751.8,77858.8,77858.8
751.4,78741.2,78741.2
751.0,77991.2,77991.2
750.6,78811.8,78811.8
750.2,77747.1,77747.1
749.8,77529.4,77529.4
749.4,77811.8,77811.8
749.0,77729.4,77729.4
748.6,77923.5,77923.5
748.2,77861.8,77861.8
747.8,77129.4,77129.4
747.4,77017.6,77017.6
747.0,77276.5,77276.5
746.6,77455.9,77455.9
746.2,77767.6,77767.6
745.8,76894.1,76894.1
745.4,78473.5,78473.5
745.0,78455.9,78455.9
744.6,78723.5,78723.5
744.2,78352.9,78352.9
743.8,78550.0,78550.0
743.4,77794.1,77794.1
743.0,78541.2,78541.2
742.6,77288.2,77288.2
742.2,78350.0,78350.0
741.8,77455.9,77455.9
741.4,78311.8,78311.8
741.0,79144.1,79144.1
740.6,77326.5,77326.5
740.2,78708.8,78708.8
739.8,77770.6,77770.6
739.4,78873.5,78873.5
739.0,78329.4,78329.4
738.6,78785.3,78785.3
738.2,78432.4,78432.4
737.8,78764.7,78764.7
737.4,79055.9,79055.9
737.0,78991.2,78991.2
736.6,79317.6,79317.6
736.2,79494.1,79494.1
735.8,79144.1,79144.1
735.4,79394.1,79394.1
735.0,79523.5,79523.5
734.6,78800.0,78800.0
734.2,78608.8,78608.8
733.8,79420.6,79420.6
733.4,80008.8,80008.8
733.0,79332.4,79332.4
732.6,79088.2,79088.2
732.2,79479.4,79479.4
731.8,79817.6,79817.6
731.4,80282.4,80282.4
731.0,79252.9,79252.9
730.6,79300.0,79300.0
730.2,79705.9,79705.9
729.8,79535.3,79535.3
729.4,80594.1,80594.1
729.0,79967.6,79967.6
728.6,80017.6,80017.6
728.2,79397.1,79397.1
727.8,80432.4,80432.4
727.4,79588.2,79588.2
727.0,81723.5,81723.5
726.6,80152.9,80152.9
726.2,81164.7,81164.7
725.8,81176.5,81176.5
725.4,80911.8,80911.8
725.0,80014.7,80014.7
724.6,79717.6,79717.6
724.2,80682.4,80682.4
723.8,80152.9,80152.9
723.4,81567.6,81567.6
723.0,80500.0,80500.0
722.6,80997.1,80997.1
722.2,81032.4,81032.4
721.8,80461.8,80461.8
721.4,81011.8,81011.8
721.0,81070.6,81070.6
720.6,82020.6,82020.6
720.2,81997.1,81997.1
719.8,81991.2,81991.2
719.4,82232.4,82232.4
719.0,81888.2,81888.2
718.6,82026.5,82026.5
718.2,81594.1,81594.1
717.8,82720.6,82720.6
717.4,82188.2,82188.2
717.0,82282.4,82282.4
716.6,82735.3,82735.3
716.2,82635.3,82635.3
715.8,81576.5,81576.5
715.4,81997.1,81997.1
715.0,83223.5,83223.5
714.6,82894.1,82894.1
714.2,82758.8,82758.8
713.8,82208.8,82208.8
713.4,81852.9,81852.9
713.0,83270.6,83270.6
712.6,83397.1,83397.1
712.2,82820.6,82820.6
711.8,82802.9,82802.9
711.4,83085.3,83085.3
711.0,82764.7,82764.7
710.6,82411.8,82411.8
710.2,82805.9,82805.9
709.8,83167.6,83167.6
709.4,83873.5,83873.5
709.0,82626.5,82626.5
708.6,83738.2,83738.2
708.2,83167.6,83167.6
707.8,82444.1,82444.1
707.4,82311.8,82311.8
707.0,82797.1,82797.1
706.6,83279.4,83279.4
706.2,83217.6,83217.6
705.8,83520.6,83520.6
705.4,82994.1,82994.1
705.0,84288.2,84288.2
704.6,83373.5,83373.5
704.2,83011.8,83011.8
703.8,83135.3,83135.3
703.4,83688.2,83688.2
703.0,83791.2,83791.2
702.6,84082.4,84082.4
702.2,83935.3,83935.3
701.8,83847.1,83847.1
701.4,84270.6,84270.6
701.0,85255.9,85255.9
700.6,84038.2,84038.2
700.2,84267.6,84267.6
699.8,84608.8,84608.8
699.4,83161.8,83161.8
699.0,84602.9,84602.9
698.6,83250.0,83250.0
698.2,83661.8,83661.8
697.8,83352.9,83352.9
697.4,83305.9,83305.9
697.0,84088.2,84088.2
696.6,83938.2,83938.2
696.2,85488.2,85488.2
695.8,85014.7,85014.7
695.4,85129.4,85129.4
695.0,85358.8,85358.8
694.6,85214.7,85214.7
694.2,84352.9,84352.9
693.8,85217.6,85217.6
693.4,84850.0,84850.0
693.0,85226.5,85226.5
692.6,84967.6,84967.6
692.2,85455.9,85455.9
691.8,84697.1,84697.1
691.4,85352.9,85486.3
691.0,86405.9,85493.4
690.6,86429.4,85500.6
690.2,87444.1,85515.5
689.8,89417.6,85545.4
689.4,91855.9,85593.8
689.0,95200.0,85667.5
688.6,100132.0,85778.4
688.2,104241.0,85920.0
687.8,105556.0,86070.6
687.4,105791.0,86221.8
687.0,102476.0,86346.5
686.6,97782.4,86434.2
686.2,93785.3,86490.5
685.8,90041.2,86517.8
685.4,87702.9,86526.9
685.0,87858.8,86537.1
684.6,87191.2,86542.1
684.2,87311.8,86548.0
683.8,86276.5,86550.1
683.4,86061.8,86553.9
683.0,87323.5,87323.5
682.6,86032.4,86032.4
682.2,86314.7,86314.7
681.8,85773.5,85773.5
681.4,86376.5,86376.5
681.0,86638.2,86638.2
680.6,87023.5,87023.5
680.2,86044.1,86044.1
679.8,87041.2,87041.2
679.4,87847.1,87847.1
679.0,87167.6,87167.6
678.6,86576.5,86576.5
678.2,86541.2,86541.2
677.8,87564.7,87564.7
677.4,86547.1,86547.1
677.0,86914.7,86914.7
676.6,87652.9,87652.9
676.2,88138.2,88138.2
675.8,86561.8,86561.8
675.4,87976.5,87976.5
675.0,86988.2,86988.2
674.6,87158.8,87158.8
674.2,87217.6,87217.6
673.8,87591.2,87591.2
673.4,88188.2,88188.2
673.0,88129.4,88129.4
672.6,86732.4,86732.4
672.2,88532.4,88532.4
671.8,88555.9,88555.9
671.4,88155.9,88155.9
671.0,87441.2,87441.2
670.6,88300.0,88300.0
670.2,88702.9,88702.9
669.8,88194.1,88194.1
669.4,88220.6,88220.6
669.0,88635.3,88635.3
668.6,89638.2,89638.2
668.2,89238.2,89238.2
667.8,89291.2,89291.2
667.4,89123.5,89123.5
667.0,89979.4,89979.4
666.6,89982.4,89982.4
666.2,88961.8,88961.8
665.8,90164.7,90164.7
665.4,90941.2,90941.2
665.0,89676.5,89676.5
664.6,90532.4,90532.4
664.2,89485.3,89485.3
663.8,89379.4,89379.4
663.4,89497.1,89497.1
663.0,90214.7,90214.7
662.6,91300.0,91300.0
662.2,90317.6,90317.6
661.8,89482.4,89482.4
661.4,89123.5,89123.5
661.0,89897.1,89897.1
660.6,90167.6,90167.6
660.2,91079.4,91079.4
659.8,90382.4,90382.4
659.4,91226.5,91226.5
659.0,90279.4,90279.4
658.6,89661.8,89661.8
658.2,90011.8,90011.8
657.8,90647.1,90647.1
657.4,90358.8,90358.8
657.0,90276.5,90276.5
656.6,91347.1,91347.1
656.2,90182.4,90182.4
655.8,90626.5,90626.5
655.4,90364.7,90364.7
655.0,89788.2,89788.2
654.6,91211.8,91211.8
654.2,89829.4,89829.4
653.8,90394.1,90394.1
653.4,90282.4,90282.4
653.0,90600.0,90600.0
652.6,90800.0,90800.0
652.2,90470.6,90470.6
651.8,90738.2,90738.2
651.4,89847.1,89847.1
651.0,90773.5,90773.5
650.6,90173.5,90173.5
650.2,91279.4,91279.4
649.8,90273.5,90273.5
649.4,90479.4,90479.4
649.0,91208.8,91208.8
648.6,90505.9,90505.9
648.2,91467.6,91467.6
647.8,91691.2,91691.2
647.4,92285.3,92285.3
647.0,91817.6,91817.6
646.6,93267.6,93267.6
646.2,92391.2,92391.2
645.8,93717.6,93717.6
645.4,94261.8,94261.8
645.0,94770.6,94770.6
644.6,94941.2,94941.2
644.2,96355.9,96355.9
643.8,97214.7,97214.7
643.4,96161.8,96161.8
643.0,98435.3,98435.3
642.6,97841.2,97841.2
642.2,97547.1,97547.1
641.8,98647.1,98647.1
641.4,96432.4,96432.4
641.0,96585.3,96585.3
640.6,96308.8,96308.8
640.2,96008.8,96008.8
639.8,94547.1,94547.1
639.4,93823.5,93823.5
639.0,93891.2,93891.2
638.6,93314.7,93314.7
638.2,92082.4,92082.4
637.8,91555.9,91555.9
637.4,92308.8,92308.8
637.0,92114.7,92114.7
636.6,91258.8,91258.8
636.2,91244.1,91244.1
635.8,90697.1,90697.1
635.4,90252.9,90252.9
635.0,90079.4,90079.4
634.6,90773.5,90773.5
634.2,90147.1,90147.1
633.8,89561.8,89561.8
633.4,89861.8,89861.8
633.0,90173.5,90173.5
632.6,88370.6,88370.6
632.2,89961.8,89961.8
631.8,89129.4,89129.4
631.4,89761.8,89761.8
631.0,88964.7,88964.7
630.6,89714.7,89714.7
630.2,88976.5,88976.5
