Binding Energy/eV,Intensity
988.4,18161.8
988.0,18179.4
987.6,17920.6
987.2,18188.2
986.8,18114.7
986.4,18147.1
986.0,18085.3
985.6,17708.8
985.2,18247.1
984.8,18467.6
984.4,18552.9
984.0,18420.6
983.6,18647.1
983.2,18320.6
982.8,18688.2
982.4,18797.1
982.0,19176.5
981.6,19161.8
981.2,19902.9
980.8,20035.3
980.4,19747.1
980.0,20161.8
979.6,20661.8
979.2,21082.4
978.8,20691.2
978.4,20935.3
978.0,20970.6
977.6,21288.2
977.2,21029.4
976.8,21341.2
976.4,21441.2
976.0,21555.9
975.6,20858.8
975.2,20867.6
974.8,20614.7
974.4,20682.4
974.0,20232.4
973.6,19852.9
973.2,20026.5
972.8,19500.0
972.4,19655.9
972.0,19447.1
971.6,19200.0
971.2,18902.9
970.8,18588.2
970.4,18432.4
970.0,18264.7
969.6,18002.9
969.2,18102.9
968.8,17620.6
968.4,17467.6
968.0,18032.4
967.6,17388.2
967.2,17570.6
966.8,17752.9
966.4,17455.9
966.0,17420.6
965.6,16991.2
965.2,16764.7
964.8,16405.9
964.4,17388.2
964.0,17179.4
963.6,16564.7
963.2,17061.8
962.8,17335.3
962.4,16858.8
962.0,16888.2
961.6,16732.4
961.2,17320.6
960.8,16964.7
960.4,16650.0
960.0,16723.5
959.6,17276.5
959.2,17420.6
958.8,16858.8
958.4,16764.7
958.0,16726.5
957.6,16558.8
957.2,16773.5
956.8,16570.6
956.4,16991.2
956.0,17052.9
955.6,16991.2
955.2,17191.2
954.8,17405.9
954.4,16876.5
954.0,17085.3
953.6,16838.2
953.2,17320.6
952.8,17041.2
952.4,17285.3
952.0,16947.1
951.6,17264.7
951.2,17494.1
950.8,17088.2
950.4,17023.5
950.0,17235.3
949.6,17226.5
949.2,17435.3
948.8,17338.2
948.4,17238.2
948.0,17408.8
947.6,17491.2
947.2,17255.9
946.8,17244.1
946.4,17614.7
946.0,17429.4
945.6,17426.5
945.2,17367.6
944.8,17602.9
944.4,18250.0
944.0,17517.6
943.6,17523.5
943.2,17594.1
942.8,17550.0
942.4,17691.2
942.0,17497.1
941.6,17711.8
941.2,17450.0
940.8,18014.7
940.4,17508.8
940.0,17864.7
939.6,17973.5
939.2,17614.7
938.8,17544.1
938.4,17717.6
938.0,18002.9
937.6,17938.2
937.2,17517.6
936.8,17670.6
936.4,17944.1
936.0,17629.4
935.6,18070.6
935.2,17688.2
934.8,17579.4
934.4,18008.8
934.0,17970.6
933.6,17920.6
933.2,18429.4
932.8,17667.6
932.4,18258.8
932.0,18205.9
931.6,18120.6
931.2,18400.0
930.8,18144.1
930.4,18617.6
930.0,17623.5
929.6,18297.1
929.2,18317.6
928.8,18391.2
928.4,18205.9
928.0,18364.7
927.6,18117.6
927.2,18279.4
926.8,18523.5
926.4,18485.3
926.0,17991.2
925.6,18417.6
925.2,18700.0
924.8,18320.6
924.4,18411.8
924.0,18397.1
923.6,18341.2
923.2,18450.0
922.8,18311.8
922.4,18423.5
922.0,18582.4
921.6,18455.9
921.2,18661.8
920.8,18605.9
920.4,19082.4
920.0,18832.4
919.6,18655.9
919.2,19164.7
918.8,19111.8
918.4,18535.3
918.0,18702.9
917.6,19208.8
917.2,18888.2
916.8,18850.0
916.4,18923.5
916.0,19005.9
915.6,18655.9
915.2,19102.9
914.8,19129.4
914.4,18873.5
914.0,18708.8
913.6,19070.6
913.2,19126.5
912.8,18994.1
912.4,18985.3
912.0,19352.9
911.6,19394.1
911.2,19197.1
910.8,18941.2
910.4,19479.4
910.0,19208.8
909.6,19211.8
909.2,19185.3
908.8,19150.0
908.4,19438.2
908.0,19217.6
907.6,19585.3
907.2,18970.6
906.8,19311.8
906.4,18944.1
906.0,19632.4
905.6,19376.5
905.2,19802.9
904.8,19467.6
904.4,19385.3
904.0,19138.2
903.6,19658.8
903.2,19717.6
902.8,19729.4
902.4,19717.6
902.0,19667.6
901.6,19694.1
901.2,19582.4
900.8,20158.8
900.4,19438.2
900.0,19841.2
899.6,19388.2
899.2,19773.5
898.8,19552.9
898.4,19361.8
898.0,20132.4
897.6,19714.7
897.2,20147.1
896.8,19576.5
896.4,20008.8
896.0,19697.1
895.6,19761.8
895.2,19905.9
894.8,19794.1
894.4,20088.2
894.0,20029.4
893.6,19976.5
893.2,19985.3
892.8,20000.0
892.4,19876.5
892.0,19882.4
891.6,20270.6
891.2,20232.4
890.8,20255.9
890.4,20197.1
890.0,20255.9
889.6,20279.4
889.2,20344.1
888.8,20373.5
888.4,20147.1
888.0,20679.4
887.6,20285.3
887.2,20123.5
886.8,20497.1
886.4,21167.6
886.0,20611.8
885.6,21238.2
885.2,20311.8
884.8,20797.1
884.4,21170.6
884.0,20876.5
883.6,21029.4
883.2,21520.6
882.8,20700.0
882.4,21076.5
882.0,21585.3
881.6,21100.0
881.2,21423.5
880.8,21650.0
880.4,21588.2
880.0,21588.2
879.6,21667.6
879.2,21082.4
878.8,21417.6
878.4,21720.6
878.0,21891.2
877.6,21591.2
877.2,21614.7
876.8,21526.5
876.4,21808.8
876.0,21314.7
875.6,21632.4
875.2,21135.3
874.8,20717.6
874.4,21623.5
874.0,21567.6
873.6,21538.2
873.2,21208.8
872.8,21026.5
872.4,20770.6
872.0,20997.1
871.6,21341.2
871.2,21220.6
870.8,21220.6
870.4,20876.5
870.0,21326.5
869.6,21311.8
869.2,20926.5
868.8,20885.3
868.4,20826.5
868.0,21517.6
867.6,20920.6
867.2,21341.2
866.8,21420.6
866.4,21438.2
866.0,21805.9
865.6,21738.2
865.2,22191.2
864.8,22067.6
864.4,22258.8
864.0,22317.6
863.6,22894.1
863.2,22832.4
862.8,22835.3
862.4,23626.5
862.0,23450.0
861.6,23823.5
861.2,23867.6
860.8,23985.3
860.4,23961.8
860.0,24029.4
859.6,24208.8
859.2,24035.3
858.8,24167.6
858.4,23982.4
858.0,23326.5
857.6,23173.5
857.2,23402.9
856.8,23500.0
856.4,22802.9
856.0,23417.6
855.6,22805.9
855.2,22520.6
854.8,23126.5
854.4,22652.9
854.0,22497.1
853.6,22979.4
853.2,23023.5
852.8,23008.8
852.4,22685.3
852.0,22597.1
851.6,22573.5
851.2,22411.8
850.8,22523.5
850.4,22335.3
850.0,21888.2
849.6,21802.9
849.2,21829.4
848.8,21726.5
848.4,21291.2
848.0,21235.3
847.6,21326.5
847.2,20755.9
846.8,21473.5
846.4,21188.2
846.0,21285.3
845.6,20632.4
845.2,20597.1
844.8,20538.2
844.4,21064.7
844.0,20276.5
843.6,20379.4
843.2,20885.3
842.8,20914.7
842.4,20458.8
842.0,20994.1
841.6,21391.2
841.2,21679.4
840.8,21026.5
840.4,21767.6
840.0,21470.6
839.6,21414.7
839.2,21455.9
838.8,22026.5
838.4,22305.9
838.0,23123.5
837.6,23385.3
837.2,23791.2
836.8,25161.8
836.4,25826.5
836.0,26847.1
835.6,27344.1
835.2,28179.4
834.8,28405.9
834.4,29758.8
834.0,30026.5
833.6,30750.0
833.2,30917.6
832.8,31452.9
832.4,30297.1
832.0,30514.7
831.6,28958.8
831.2,28650.0
830.8,26897.1
830.4,26538.2
830.0,26402.9
829.6,25438.2
829.2,24711.8
828.8,24350.0
828.4,23623.5
828.0,23600.0
827.6,23338.2
827.2,22679.4
826.8,22547.1
826.4,22229.4
826.0,22002.9
