Number,Time/s,Voltage/V,Current/A,Current_density/muAcm
4263,5455.0,-1.174625,-4.351e-06,-3.955454545454545
4264,5457.0,-1.181,-4.3571e-06,-3.961
4265,5458.0,-1.187375,-4.3676e-06,-3.970545454545455
4266,5459.0,-1.19375,-4.3719e-06,-3.974454545454544
4267,5460.0,-1.20025,-4.3782e-06,-3.980181818181818
4268,5462.0,-1.206625,-4.3916e-06,-3.992363636363636
4269,5463.0,-1.213,-4.4249e-06,-4.022636363636363
4270,5464.0,-1.219375,-4.4263e-06,-4.023909090909091
4271,5466.0,-1.22575,-4.4086e-06,-4.007818181818181
4272,5467.0,-1.23225,-4.4087e-06,-4.007909090909091
4273,5468.0,-1.238625,-4.4047e-06,-4.004272727272727
4274,5469.0,-1.245,-4.4021e-06,-4.00190909090909
4275,5471.0,-1.251375,-4.3937e-06,-3.994272727272727
4276,5472.0,-1.25775,-4.3966e-06,-3.996909090909091
4277,5473.0,-1.26425,-4.3915e-06,-3.992272727272728
4278,5475.0,-1.270625,-4.3976e-06,-3.997818181818181
4279,5476.0,-1.277,-4.3952e-06,-3.995636363636363
4280,5477.0,-1.283375,-4.3757e-06,-3.977909090909091
4281,5478.0,-1.289875,-4.3659e-06,-3.969
4282,5480.0,-1.29625,-4.358e-06,-3.961818181818181
4283,5481.0,-1.302625,-4.3558e-06,-3.959818181818181
4284,5482.0,-1.309,-4.3546e-06,-3.958727272727272
4285,5484.0,-1.315375,-4.3474e-06,-3.952181818181818
4286,5485.0,-1.321875,-4.3415e-06,-3.946818181818181
4287,5486.0,-1.32825,-4.3325e-06,-3.938636363636363
4288,5487.0,-1.334625,-4.317e-06,-3.9245454545454543
4289,5489.0,-1.341,-4.3003e-06,-3.909363636363636
4290,5490.0,-1.347375,-4.2841e-06,-3.894636363636364
4291,5491.0,-1.353875,-4.2753e-06,-3.886636363636364
4292,5492.0,-1.36025,-4.2579e-06,-3.8708181818181817
4293,5494.0,-1.366625,-4.2406e-06,-3.855090909090909
4294,5495.0,-1.373,-4.2308e-06,-3.8461818181818175
4295,5496.0,-1.379375,-4.2201e-06,-3.836454545454545
4296,5498.0,-1.385875,-4.2076e-06,-3.825090909090909
4297,5499.0,-1.39225,-4.1973e-06,-3.815727272727272
4298,5500.0,-1.398625,-4.192e-06,-3.8109090909090906
4299,5501.0,-1.405,-4.1779e-06,-3.798090909090909
4300,5503.0,-1.4115,-4.1705e-06,-3.791363636363637
4301,5504.0,-1.417875,-4.164e-06,-3.7854545454545456
4302,5505.0,-1.42425,-4.1563e-06,-3.778454545454546
4303,5507.0,-1.430625,-4.1477e-06,-3.770636363636364
4304,5508.0,-1.437,-4.1418e-06,-3.765272727272727
4305,5509.0,-1.4435,-4.1376e-06,-3.761454545454545
4306,5510.0,-1.449875,-4.1322e-06,-3.756545454545454
