Number,Time/s,Voltage/V,Current/A,Current_density/muAcm
4453,5699.0,-0.6085,-1.639e-06,-1.49
4454,5700.0,-0.602125,-1.648e-06,-1.498181818181818
4455,5701.0,-0.595625,-1.691e-06,-1.5372727272727271
4456,5702.0,-0.58925,-1.456e-06,-1.3236363636363635
4457,5704.0,-0.582875,-1.46e-06,-1.3272727272727272
4458,5705.0,-0.5765,-1.51e-06,-1.3727272727272726
4459,5706.0,-0.570125,-1.478e-06,-1.3436363636363635
4460,5708.0,-0.563625,-1.317e-06,-1.197272727272727
4461,5709.0,-0.55725,-1.306e-06,-1.1872727272727273
4462,5710.0,-0.550875,-1.283e-06,-1.1663636363636365
4463,5711.0,-0.5445,-1.278e-06,-1.1618181818181816
4464,5713.0,-0.538,-1.227e-06,-1.1154545454545457
4465,5714.0,-0.531625,-1.203e-06,-1.0936363636363635
4466,5715.0,-0.52525,-1.18e-06,-1.0727272727272723
4467,5716.0,-0.518875,-1.158e-06,-1.0527272727272723
4468,5718.0,-0.5125,-1.142e-06,-1.0381818181818183
4469,5719.0,-0.506,-1.109e-06,-1.0081818181818183
4470,5720.0,-0.499625,-1.079e-06,-0.9809090909090908
4471,5722.0,-0.49325,-1.06e-06,-0.9636363636363636
4472,5723.0,-0.486875,-1.043e-06,-0.948181818181818
4473,5724.0,-0.4805,-1.027e-06,-0.9336363636363636
4474,5725.0,-0.474,-9.761e-07,-0.8873636363636364
4475,5727.0,-0.467625,-9.585e-07,-0.8713636363636363
4476,5728.0,-0.46125,-9.349e-07,-0.849909090909091
4477,5729.0,-0.454875,-9.307e-07,-0.8460909090909091
4478,5731.0,-0.4485,-8.894e-07,-0.8085454545454545
4479,5732.0,-0.442,-8.599e-07,-0.7817272727272727
4480,5733.0,-0.435625,-8.3e-07,-0.7545454545454544
4481,5734.0,-0.42925,-7.958e-07,-0.7234545454545454
4482,5736.0,-0.422875,-7.955e-07,-0.7231818181818183
4483,5737.0,-0.416375,-7.325e-07,-0.6659090909090908
4484,5738.0,-0.41,-7.135e-07,-0.6486363636363636
4485,5740.0,-0.403625,-6.89e-07,-0.6263636363636362
4486,5741.0,-0.39725,-6.629e-07,-0.6026363636363636
4487,5742.0,-0.390875,-6.6e-07,-0.6
4488,5743.0,-0.384375,-5.843e-07,-0.5311818181818181
4489,5745.0,-0.378,-5.63e-07,-0.5118181818181818
4490,5746.0,-0.371625,-5.485e-07,-0.4986363636363636
4491,5747.0,-0.36525,-5.26e-07,-0.4781818181818181
4492,5748.0,-0.358875,-5.088e-07,-0.4625454545454545
4493,5750.0,-0.352375,-4.982e-07,-0.4529090909090908
4494,5751.0,-0.346,-4.332e-07,-0.3938181818181818
4495,5752.0,-0.339625,-4.191e-07,-0.3809999999999999
4496,5754.0,-0.33325,-3.892e-07,-0.3538181818181817
4497,5755.0,-0.326875,-3.911e-07,-0.3555454545454545
4498,5756.0,-0.320375,-3.041e-07,-0.2764545454545454
4499,5757.0,-0.314,-3.022e-07,-0.2747272727272726
4500,5759.0,-0.307625,-2.859e-07,-0.2599090909090908
4501,5760.0,-0.30125,-2.844e-07,-0.2585454545454545
4502,5761.0,-0.29475,-2.328e-07,-0.2116363636363636
4503,5763.0,-0.288375,-1.766e-07,-0.1605454545454545
4504,5764.0,-0.282,-1.86e-07,-0.169090909090909
4505,5765.0,-0.275625,-1.853e-07,-0.1684545454545454
4506,5766.0,-0.26925,-1.977e-07,-0.1797272727272727
4507,5768.0,-0.26275,-1.2e-07,-0.109090909090909
4508,5769.0,-0.256375,-1.34e-08,-0.0121818181818181
4509,5770.0,-0.25,-1.085e-08,-0.0098636363636363
4510,5772.0,-0.243625,-3.619e-08,-0.0329
4511,5773.0,-0.23725,-6.985e-08,-0.0634999999999999
4512,5774.0,-0.23075,1.121e-08,0.010190909090909
4513,5775.0,-0.224375,5.105e-08,0.0464090909090909
4514,5777.0,-0.218,7.303e-08,0.066390909090909
4515,5778.0,-0.211625,-3.714e-08,-0.0337636363636363
4516,5779.0,-0.20525,1.09e-07,0.099090909090909
4517,5780.0,-0.19875,1.4e-07,0.1272727272727273
4518,5782.0,-0.192375,1.195e-07,0.1086363636363636
4519,5783.0,-0.186,5.506e-08,0.0500545454545454
4520,5784.0,-0.179625,1.96e-07,0.1781818181818181
4521,5786.0,-0.173125,2.158e-07,0.1961818181818181
4522,5787.0,-0.16675,1.062e-07,0.0965454545454545
4523,5788.0,-0.160375,2.367e-07,0.2151818181818181
4524,5789.0,-0.154,2.723e-07,0.2475454545454545
4525,5791.0,-0.147625,2.188e-07,0.1989090909090909
4526,5792.0,-0.141125,2.269e-07,0.2062727272727272
4527,5793.0,-0.13475,3.498e-07,0.3179999999999999
4528,5795.0,-0.128375,2.731e-07,0.2482727272727272
4529,5796.0,-0.122,2.504e-07,0.2276363636363636
4530,5797.0,-0.115625,4.153e-07,0.3775454545454545
4531,5798.0,-0.109125,3.644e-07,0.3312727272727273
4532,5800.0,-0.10275,2.662e-07,0.2419999999999999
4533,5801.0,-0.096375,4.39e-07,0.399090909090909
4534,5802.0,-0.09,4.73e-07,0.43
4535,5804.0,-0.083625,4.47e-07,0.4063636363636363
4536,5805.0,-0.077125,3.36e-07,0.3054545454545454
4537,5806.0,-0.07075,5.356e-07,0.4869090909090908
4538,5807.0,-0.064375,5.401e-07,0.491
4539,5809.0,-0.058,5.107e-07,0.4642727272727273
4540,5810.0,-0.0515,4.365e-07,0.3968181818181818
4541,5811.0,-0.045125,5.202e-07,0.4729090909090909
4542,5812.0,-0.03875,6.844e-07,0.6221818181818182
4543,5814.0,-0.032375,6.176e-07,0.5614545454545454
4544,5815.0,-0.026,5.094e-07,0.4630909090909091
4545,5816.0,-0.0195,6.685e-07,0.6077272727272727
4546,5818.0,-0.013125,7.235e-07,0.6577272727272727
4547,5819.0,-0.00675,7.165e-07,0.6513636363636364
4548,5820.0,-0.000375,6.587e-07,0.5988181818181818
4549,5821.0,0.006,6.684e-07,0.6076363636363635
