Number,t,E,I,j
97,122.9,-0.1125,-1.362e-06,-1.2381818181818185
98,124.2,-0.118875,-1.398e-06,-1.2709090909090908
99,125.4,-0.12525,-1.443e-06,-1.3118181818181818
100,126.7,-0.13175,-1.491e-06,-1.3554545454545457
101,128.0,-0.138125,-1.529e-06,-1.39
102,129.3,-0.1445,-1.593e-06,-1.448181818181818
103,130.6,-0.150875,-1.63e-06,-1.4818181818181817
104,131.8,-0.15725,-1.686e-06,-1.5327272727272725
105,133.1,-0.163625,-1.745e-06,-1.5863636363636364
106,134.4,-0.170125,-1.788e-06,-1.6254545454545453
107,135.7,-0.1765,-1.855e-06,-1.6863636363636365
108,137.0,-0.182875,-1.912e-06,-1.7381818181818185
109,138.2,-0.18925,-1.971e-06,-1.7918181818181815
110,139.5,-0.195625,-2.046e-06,-1.86
111,140.8,-0.202125,-2.108e-06,-1.9163636363636365
112,142.1,-0.2085,-2.171e-06,-1.973636363636364
113,143.4,-0.214875,-2.255e-06,-2.05
114,144.6,-0.22125,-2.332e-06,-2.12
115,145.9,-0.227625,-2.402e-06,-2.183636363636364
116,147.2,-0.234125,-2.498e-06,-2.270909090909091
117,148.5,-0.2405,-2.594e-06,-2.358181818181818
118,149.8,-0.246875,-2.687e-06,-2.4427272727272724
119,151.0,-0.25325,-2.784e-06,-2.5309090909090903
120,152.3,-0.259625,-2.904e-06,-2.64
121,153.6,-0.266125,-3.033e-06,-2.757272727272727
122,154.9,-0.2725,-3.151e-06,-2.8645454545454543
123,156.2,-0.278875,-3.295e-06,-2.995454545454545
124,157.4,-0.28525,-3.458e-06,-3.143636363636364
125,158.7,-0.291625,-3.612e-06,-3.2836363636363632
126,160.0,-0.298125,-3.811e-06,-3.4645454545454544
127,161.3,-0.3045,-4e-06,-3.636363636363636
128,162.6,-0.310875,-4.222e-06,-3.8381818181818175
129,163.8,-0.31725,-4.465e-06,-4.059090909090909
130,165.1,-0.323625,-4.711e-06,-4.282727272727272
131,166.4,-0.33,-4.998e-06,-4.543636363636363
132,167.7,-0.3365,-5.293e-06,-4.8118181818181816
133,169.0,-0.342875,-5.607e-06,-5.097272727272727
134,170.2,-0.34925,-5.963e-06,-5.420909090909091
135,171.5,-0.355625,-6.315e-06,-5.74090909090909
136,172.8,-0.362,-6.687e-06,-6.079090909090908
137,174.1,-0.3685,-7.089e-06,-6.444545454545454
138,175.4,-0.374875,-7.483e-06,-6.802727272727273
139,176.6,-0.38125,-7.898e-06,-7.179999999999999
140,177.9,-0.387625,-8.307e-06,-7.551818181818182
141,179.2,-0.394,-8.714e-06,-7.921818181818182
142,180.5,-0.4005,-9.117e-06,-8.288181818181817
143,181.8,-0.406875,-9.497e-06,-8.633636363636363
144,183.0,-0.41325,-9.873e-06,-8.975454545454545
145,184.3,-0.419625,-1.021e-05,-9.28181818181818
146,185.6,-0.426,-1.052e-05,-9.563636363636364
147,186.9,-0.4325,-1.076e-05,-9.78181818181818
148,188.2,-0.438875,-1.094e-05,-9.945454545454544
149,189.4,-0.44525,-1.102e-05,-10.018181818181818
150,190.7,-0.451625,-1.104e-05,-10.036363636363635
151,192.0,-0.458,-1.1e-05,-10.0
152,193.3,-0.464375,-1.094e-05,-9.945454545454544
153,194.6,-0.470875,-1.084e-05,-9.854545454545454
154,195.8,-0.47725,-1.074e-05,-9.763636363636364
155,197.1,-0.483625,-1.065e-05,-9.681818181818182
156,198.4,-0.49,-1.055e-05,-9.59090909090909
157,199.7,-0.496375,-1.047e-05,-9.518181818181816
158,201.0,-0.502875,-1.041e-05,-9.463636363636365
159,202.2,-0.50925,-1.034e-05,-9.4
160,203.5,-0.515625,-1.031e-05,-9.372727272727271
161,204.8,-0.522,-1.027e-05,-9.336363636363636
162,206.1,-0.528375,-1.023e-05,-9.3
163,207.4,-0.534875,-1.018e-05,-9.254545454545456
164,208.6,-0.54125,-1.013e-05,-9.209090909090907
165,209.9,-0.547625,-1.008e-05,-9.163636363636362
166,211.2,-0.554,-1.002e-05,-9.10909090909091
167,212.5,-0.560375,-9.963e-06,-9.057272727272723
168,213.8,-0.566875,-9.882e-06,-8.983636363636363
169,215.0,-0.57325,-9.788e-06,-8.898181818181818
170,216.3,-0.579625,-9.697e-06,-8.815454545454546
171,217.6,-0.586,-9.609e-06,-8.735454545454544
172,218.9,-0.592375,-9.515e-06,-8.649999999999999
173,220.2,-0.598875,-9.407e-06,-8.55181818181818
174,221.4,-0.60525,-9.309e-06,-8.462727272727271
175,222.7,-0.611625,-9.204e-06,-8.367272727272727
176,224.0,-0.618,-9.1e-06,-8.272727272727272
177,225.3,-0.624375,-8.998e-06,-8.179999999999998
178,226.6,-0.63075,-8.91e-06,-8.1
179,227.8,-0.63725,-8.828e-06,-8.025454545454544
180,229.1,-0.643625,-8.745e-06,-7.95
181,230.4,-0.65,-8.672e-06,-7.883636363636362
182,231.7,-0.656375,-8.603e-06,-7.82090909090909
183,233.0,-0.66275,-8.542e-06,-7.765454545454545
184,234.2,-0.66925,-8.486e-06,-7.714545454545453
185,235.5,-0.675625,-8.435e-06,-7.668181818181818
186,236.8,-0.682,-8.39e-06,-7.627272727272725
187,238.1,-0.688375,-8.36e-06,-7.599999999999999
188,239.4,-0.69475,-8.328e-06,-7.570909090909091
189,240.6,-0.70125,-8.308e-06,-7.552727272727274
190,241.9,-0.707625,-8.294e-06,-7.54
191,243.2,-0.714,-8.283e-06,-7.5299999999999985
192,244.5,-0.720375,-8.279e-06,-7.5263636363636355
193,245.8,-0.72675,-8.292e-06,-7.538181818181817
194,247.0,-0.73325,-8.308e-06,-7.552727272727274
195,248.3,-0.739625,-8.331e-06,-7.573636363636362
196,249.6,-0.746,-8.371e-06,-7.609999999999999
197,250.9,-0.752375,-8.419e-06,-7.653636363636363
198,252.2,-0.75875,-8.486e-06,-7.714545454545453
199,253.4,-0.765125,-8.573e-06,-7.793636363636363
200,254.7,-0.771625,-8.671e-06,-7.882727272727273
201,256.0,-0.778,-8.791e-06,-7.9918181818181795
202,257.3,-0.784375,-8.915e-06,-8.104545454545455
203,258.6,-0.79075,-9.075e-06,-8.25
204,259.8,-0.797125,-9.255e-06,-8.413636363636364
205,261.1,-0.803625,-9.453e-06,-8.593636363636364
206,262.4,-0.81,-9.687e-06,-8.806363636363637
207,263.7,-0.816375,-9.948e-06,-9.043636363636365
208,265.0,-0.82275,-1.024e-05,-9.309090909090909
209,266.2,-0.829125,-1.056e-05,-9.6
210,267.5,-0.835625,-1.09e-05,-9.909090909090908
211,268.8,-0.842,-1.129e-05,-10.263636363636364
212,270.1,-0.848375,-1.17e-05,-10.636363636363637
213,271.4,-0.85475,-1.214e-05,-11.036363636363635
214,272.6,-0.861125,-1.26e-05,-11.454545454545451
215,273.9,-0.867625,-1.307e-05,-11.88181818181818
216,275.2,-0.874,-1.357e-05,-12.336363636363636
217,276.5,-0.880375,-1.406e-05,-12.78181818181818
218,277.8,-0.88675,-1.453e-05,-13.209090909090907
219,279.0,-0.893125,-1.499e-05,-13.627272727272729
220,280.3,-0.899625,-1.541e-05,-14.009090909090908
221,281.6,-0.906,-1.577e-05,-14.336363636363634
222,282.9,-0.912375,-1.606e-05,-14.599999999999998
223,284.2,-0.91875,-1.629e-05,-14.80909090909091
224,285.4,-0.925125,-1.641e-05,-14.918181818181818
225,286.7,-0.9315,-1.647e-05,-14.97272727272727
226,288.0,-0.938,-1.645e-05,-14.954545454545451
227,289.3,-0.944375,-1.635e-05,-14.863636363636363
228,290.6,-0.95075,-1.618e-05,-14.709090909090907
229,291.8,-0.957125,-1.598e-05,-14.527272727272726
230,293.1,-0.9635,-1.575e-05,-14.318181818181817
231,294.4,-0.97,-1.551e-05,-14.099999999999998
232,295.7,-0.976375,-1.526e-05,-13.872727272727271
233,297.0,-0.98275,-1.502e-05,-13.654545454545453
234,298.2,-0.989125,-1.477e-05,-13.427272727272726
235,299.5,-0.9955,-1.454e-05,-13.218181818181815
236,300.8,-1.002,-1.431e-05,-13.009090909090908
237,302.1,-1.008375,-1.41e-05,-12.818181818181817
238,303.4,-1.01475,-1.39e-05,-12.636363636363637
239,304.6,-1.021125,-1.372e-05,-12.472727272727273
240,305.9,-1.0275,-1.354e-05,-12.309090909090909
241,307.2,-1.034,-1.34e-05,-12.181818181818182
242,308.5,-1.040375,-1.325e-05,-12.045454545454543
243,309.8,-1.04675,-1.31e-05,-11.909090909090908
244,311.0,-1.053125,-1.299e-05,-11.809090909090909
245,312.3,-1.0595,-1.285e-05,-11.681818181818182
246,313.6,-1.065875,-1.274e-05,-11.58181818181818
247,314.9,-1.072375,-1.263e-05,-11.48181818181818
248,316.2,-1.07875,-1.252e-05,-11.38181818181818
249,317.4,-1.085125,-1.241e-05,-11.28181818181818
250,318.7,-1.0915,-1.231e-05,-11.19090909090909
251,320.0,-1.097875,-1.222e-05,-11.10909090909091
252,321.3,-1.104375,-1.213e-05,-11.027272727272727
253,322.6,-1.11075,-1.204e-05,-10.945454545454544
254,323.8,-1.117125,-1.196e-05,-10.872727272727271
255,325.1,-1.1235,-1.187e-05,-10.79090909090909
256,326.4,-1.129875,-1.18e-05,-10.727272727272728
257,327.7,-1.136375,-1.173e-05,-10.663636363636362
258,329.0,-1.14275,-1.166e-05,-10.6
259,330.2,-1.149125,-1.159e-05,-10.536363636363635
260,331.5,-1.1555,-1.153e-05,-10.48181818181818
261,332.8,-1.161875,-1.147e-05,-10.427272727272728
262,334.1,-1.168375,-1.141e-05,-10.372727272727271
263,335.4,-1.17475,-1.136e-05,-10.327272727272726
264,336.6,-1.181125,-1.13e-05,-10.272727272727272
265,337.9,-1.1875,-1.125e-05,-10.227272727272728
266,339.2,-1.193875,-1.12e-05,-10.18181818181818
267,340.5,-1.200375,-1.115e-05,-10.136363636363637
268,341.8,-1.20675,-1.111e-05,-10.1
269,343.0,-1.213125,-1.106e-05,-10.054545454545456
270,344.3,-1.2195,-1.102e-05,-10.018181818181818
271,345.6,-1.225875,-1.099e-05,-9.99090909090909
272,346.9,-1.23225,-1.096e-05,-9.963636363636365
273,348.2,-1.23875,-1.093e-05,-9.936363636363636
274,349.4,-1.245125,-1.09e-05,-9.909090909090908
275,350.7,-1.2515,-1.088e-05,-9.890909090909089
276,352.0,-1.257875,-1.086e-05,-9.872727272727271
277,353.3,-1.26425,-1.085e-05,-9.863636363636363
278,354.6,-1.27075,-1.082e-05,-9.836363636363636
279,355.8,-1.277125,-1.081e-05,-9.827272727272726
280,357.1,-1.2835,-1.078e-05,-9.8
281,358.4,-1.289875,-1.076e-05,-9.78181818181818
282,359.7,-1.29625,-1.073e-05,-9.754545454545454
283,361.0,-1.30275,-1.071e-05,-9.736363636363636
