Number,Time/s,Voltage/V,Current/A,Current_density/muAcm
4311,5517.0,-1.481875,-6.051e-06,-5.500909090909091
4312,5518.0,-1.48825,-6.117e-06,-5.560909090909091
4313,5519.0,-1.494625,-6.191e-06,-5.628181818181818
4314,5521.0,-1.49775,-5.958e-06,-5.416363636363636
4315,5522.0,-1.491875,-5.558e-06,-5.052727272727272
4316,5523.0,-1.4855,-5.521e-06,-5.019090909090909
4317,5524.0,-1.479,-5.44e-06,-4.945454545454544
4318,5526.0,-1.472625,-5.245e-06,-4.768181818181818
4319,5527.0,-1.46625,-5.194e-06,-4.721818181818182
4320,5528.0,-1.459875,-5.172e-06,-4.701818181818181
4321,5530.0,-1.4535,-5.106e-06,-4.641818181818182
4322,5531.0,-1.447,-5.012e-06,-4.556363636363636
4323,5532.0,-1.440625,-4.928e-06,-4.48
4324,5533.0,-1.43425,-4.947e-06,-4.497272727272727
4325,5535.0,-1.427875,-4.903e-06,-4.457272727272727
4326,5536.0,-1.4215,-4.801e-06,-4.364545454545454
4327,5537.0,-1.415,-4.749e-06,-4.317272727272727
4328,5539.0,-1.408625,-4.758e-06,-4.325454545454545
4329,5540.0,-1.40225,-4.79e-06,-4.354545454545455
4330,5541.0,-1.395875,-4.654e-06,-4.2309090909090905
4331,5542.0,-1.3895,-4.602e-06,-4.183636363636364
4332,5544.0,-1.383,-4.647e-06,-4.224545454545454
4333,5545.0,-1.376625,-4.609e-06,-4.19
4334,5546.0,-1.37025,-4.448e-06,-4.043636363636363
4335,5548.0,-1.363875,-4.472e-06,-4.0654545454545445
4336,5549.0,-1.357375,-4.5e-06,-4.090909090909091
4337,5550.0,-1.351,-4.394e-06,-3.994545454545454
4338,5551.0,-1.344625,-4.332e-06,-3.9381818181818176
4339,5553.0,-1.33825,-4.356e-06,-3.96
4340,5554.0,-1.331875,-4.392e-06,-3.992727272727272
4341,5555.0,-1.325375,-4.313e-06,-3.9209090909090905
4342,5556.0,-1.319,-4.248e-06,-3.861818181818182
4343,5558.0,-1.312625,-4.307e-06,-3.9154545454545446
4344,5559.0,-1.30625,-4.295e-06,-3.904545454545455
4345,5560.0,-1.299875,-4.13e-06,-3.754545454545454
4346,5562.0,-1.293375,-4.163e-06,-3.7845454545454538
4347,5563.0,-1.287,-4.212e-06,-3.8290909090909087
4348,5564.0,-1.280625,-4.115e-06,-3.7409090909090903
4349,5565.0,-1.27425,-4.062e-06,-3.692727272727273
4350,5567.0,-1.267875,-4.09e-06,-3.718181818181818
4351,5568.0,-1.261375,-4.118e-06,-3.743636363636364
4352,5569.0,-1.255,-4.029e-06,-3.662727272727272
4353,5571.0,-1.248625,-4.008e-06,-3.643636363636364
4354,5572.0,-1.24225,-4.014e-06,-3.649090909090909
4355,5573.0,-1.23575,-4.038e-06,-3.670909090909091
4356,5574.0,-1.229375,-3.975e-06,-3.6136363636363633
4357,5576.0,-1.223,-3.939e-06,-3.5809090909090906
4358,5577.0,-1.216625,-3.989e-06,-3.626363636363637
4359,5578.0,-1.21025,-3.984e-06,-3.621818181818182
4360,5580.0,-1.20375,-3.852e-06,-3.501818181818181
4361,5581.0,-1.197375,-3.898e-06,-3.543636363636363
4362,5582.0,-1.191,-3.958e-06,-3.598181818181818
4363,5583.0,-1.184625,-3.851e-06,-3.5009090909090905
4364,5585.0,-1.17825,-3.833e-06,-3.4845454545454544
4365,5586.0,-1.17175,-3.87e-06,-3.518181818181818
4366,5587.0,-1.165375,-3.838e-06,-3.489090909090909
4367,5588.0,-1.159,-3.759e-06,-3.417272727272727
4368,5590.0,-1.152625,-3.798e-06,-3.4527272727272726
4369,5591.0,-1.14625,-3.836e-06,-3.4872727272727277
4370,5592.0,-1.13975,-3.702e-06,-3.3654545454545453
4371,5594.0,-1.133375,-3.722e-06,-3.3836363636363638
4372,5595.0,-1.127,-3.789e-06,-3.4445454545454544
4373,5596.0,-1.120625,-3.671e-06,-3.3372727272727274
