Number,t,E,I,j
111,140.8,-0.202125,-7.391e-07,-0.6719090909090909
112,142.1,-0.2085,-7.487e-07,-0.6806363636363636
113,143.4,-0.214875,-7.554e-07,-0.6867272727272726
114,144.6,-0.22125,-7.705e-07,-0.7004545454545453
115,145.9,-0.22775,-7.733e-07,-0.703
116,147.2,-0.234125,-7.925e-07,-0.7204545454545453
117,148.5,-0.2405,-8.026e-07,-0.7296363636363635
118,149.8,-0.246875,-8.084e-07,-0.7349090909090908
119,151.0,-0.25325,-8.245e-07,-0.7495454545454545
120,152.3,-0.25975,-8.33e-07,-0.7572727272727272
121,153.6,-0.266125,-8.31e-07,-0.7554545454545454
122,154.9,-0.2725,-8.516e-07,-0.7741818181818182
123,156.2,-0.278875,-8.57e-07,-0.7790909090909091
124,157.4,-0.28525,-8.694e-07,-0.7903636363636363
125,158.7,-0.29175,-8.933e-07,-0.812090909090909
126,160.0,-0.298125,-9.147e-07,-0.8315454545454545
127,161.3,-0.3045,-9.173e-07,-0.8339090909090908
128,162.6,-0.310875,-9.403e-07,-0.8548181818181818
129,163.8,-0.31725,-9.663e-07,-0.8784545454545454
130,165.1,-0.32375,-9.832e-07,-0.8938181818181817
131,166.4,-0.330125,-1.017e-06,-0.9245454545454544
132,167.7,-0.3365,-1.043e-06,-0.948181818181818
133,169.0,-0.342875,-1.08e-06,-0.9818181818181818
134,170.2,-0.34925,-1.108e-06,-1.007272727272727
135,171.5,-0.355625,-1.174e-06,-1.0672727272727272
136,172.8,-0.362125,-1.215e-06,-1.1045454545454545
137,174.1,-0.3685,-1.281e-06,-1.1645454545454546
138,175.4,-0.374875,-1.359e-06,-1.2354545454545454
139,176.6,-0.38125,-1.433e-06,-1.3027272727272727
140,177.9,-0.387625,-1.513e-06,-1.3754545454545453
141,179.2,-0.394125,-1.614e-06,-1.467272727272727
142,180.5,-0.4005,-1.708e-06,-1.5527272727272723
143,181.8,-0.406875,-1.812e-06,-1.6472727272727272
144,183.0,-0.41325,-1.89e-06,-1.718181818181818
145,184.3,-0.419625,-1.975e-06,-1.7954545454545454
146,185.6,-0.426125,-2.032e-06,-1.8472727272727272
147,186.9,-0.4325,-2.072e-06,-1.883636363636363
148,188.2,-0.438875,-2.134e-06,-1.94
149,189.4,-0.44525,-2.163e-06,-1.966363636363636
150,190.7,-0.451625,-2.184e-06,-1.9854545454545447
151,192.0,-0.458125,-2.21e-06,-2.009090909090909
152,193.3,-0.4645,-2.223e-06,-2.020909090909091
153,194.6,-0.470875,-2.232e-06,-2.029090909090909
154,195.8,-0.47725,-2.261e-06,-2.055454545454545
155,197.1,-0.483625,-2.291e-06,-2.082727272727273
156,198.4,-0.490125,-2.324e-06,-2.112727272727273
157,199.7,-0.4965,-2.368e-06,-2.1527272727272724
158,201.0,-0.502875,-2.432e-06,-2.210909090909091
159,202.2,-0.50925,-2.511e-06,-2.2827272727272727
160,203.5,-0.515625,-2.601e-06,-2.3645454545454543
161,204.8,-0.522,-2.699e-06,-2.453636363636363
162,206.1,-0.5285,-2.82e-06,-2.5636363636363635
163,207.4,-0.534875,-2.956e-06,-2.687272727272727
164,208.6,-0.54125,-3.079e-06,-2.799090909090909
165,209.9,-0.547625,-3.21e-06,-2.918181818181818
166,211.2,-0.554,-3.346e-06,-3.041818181818181
167,212.5,-0.5605,-3.469e-06,-3.153636363636364
168,213.8,-0.566875,-3.579e-06,-3.253636363636363
169,215.0,-0.57325,-3.655e-06,-3.3227272727272728
170,216.3,-0.579625,-3.719e-06,-3.3809090909090904
171,217.6,-0.586,-3.772e-06,-3.429090909090909
172,218.9,-0.5925,-3.787e-06,-3.4427272727272724
173,220.2,-0.598875,-3.796e-06,-3.4509090909090907
174,221.4,-0.60525,-3.794e-06,-3.4490909090909088
175,222.7,-0.611625,-3.775e-06,-3.4318181818181817
176,224.0,-0.618,-3.748e-06,-3.407272727272727
177,225.3,-0.624375,-3.716e-06,-3.378181818181818
178,226.6,-0.630875,-3.682e-06,-3.3472727272727267
179,227.8,-0.63725,-3.634e-06,-3.303636363636364
180,229.1,-0.643625,-3.612e-06,-3.2836363636363632
181,230.4,-0.65,-3.568e-06,-3.243636363636364
182,231.7,-0.656375,-3.543e-06,-3.2209090909090903
183,233.0,-0.662875,-3.501e-06,-3.182727272727272
184,234.2,-0.66925,-3.465e-06,-3.1499999999999995
185,235.5,-0.675625,-3.432e-06,-3.12
186,236.8,-0.682,-3.407e-06,-3.097272727272727
187,238.1,-0.688375,-3.393e-06,-3.084545454545454
188,239.4,-0.694875,-3.36e-06,-3.0545454545454542
189,240.6,-0.70125,-3.338e-06,-3.034545454545454
190,241.9,-0.707625,-3.321e-06,-3.019090909090909
191,243.2,-0.714,-3.308e-06,-3.007272727272727
192,244.5,-0.720375,-3.284e-06,-2.985454545454545
193,245.8,-0.726875,-3.281e-06,-2.9827272727272724
194,247.0,-0.73325,-3.275e-06,-2.977272727272727
195,248.3,-0.739625,-3.268e-06,-2.9709090909090903
196,249.6,-0.746,-3.258e-06,-2.961818181818181
197,250.9,-0.752375,-3.255e-06,-2.959090909090909
198,252.2,-0.758875,-3.252e-06,-2.956363636363636
199,253.4,-0.76525,-3.247e-06,-2.9518181818181817
200,254.7,-0.771625,-3.239e-06,-2.9445454545454544
201,256.0,-0.778,-3.245e-06,-2.95
202,257.3,-0.784375,-3.243e-06,-2.9481818181818182
203,258.6,-0.79075,-3.257e-06,-2.960909090909091
204,259.8,-0.79725,-3.256e-06,-2.9599999999999995
205,261.1,-0.803625,-3.261e-06,-2.9645454545454544
206,262.4,-0.81,-3.269e-06,-2.9718181818181817
207,263.7,-0.816375,-3.268e-06,-2.9709090909090903
208,265.0,-0.82275,-3.276e-06,-2.978181818181818
209,266.2,-0.82925,-3.283e-06,-2.984545454545455
210,267.5,-0.835625,-3.28e-06,-2.981818181818181
211,268.8,-0.842,-3.298e-06,-2.998181818181818
212,270.1,-0.848375,-3.296e-06,-2.996363636363636
213,271.4,-0.85475,-3.302e-06,-3.001818181818181
214,272.6,-0.86125,-3.294e-06,-2.994545454545454
215,273.9,-0.867625,-3.301e-06,-3.0009090909090905
216,275.2,-0.874,-3.299e-06,-2.9990909090909086
217,276.5,-0.880375,-3.293e-06,-2.993636363636364
218,277.8,-0.88675,-3.295e-06,-2.995454545454545
219,279.0,-0.89325,-3.298e-06,-2.998181818181818
220,280.3,-0.899625,-3.285e-06,-2.986363636363636
221,281.6,-0.906,-3.297e-06,-2.997272727272727
222,282.9,-0.912375,-3.3e-06,-3.0
223,284.2,-0.91875,-3.286e-06,-2.987272727272727
224,285.4,-0.925125,-3.294e-06,-2.994545454545454
225,286.7,-0.931625,-3.279e-06,-2.9809090909090905
226,288.0,-0.938,-3.287e-06,-2.988181818181818
227,289.3,-0.944375,-3.279e-06,-2.9809090909090905
228,290.6,-0.95075,-3.287e-06,-2.988181818181818
229,291.8,-0.957125,-3.274e-06,-2.976363636363636
230,293.1,-0.963625,-3.28e-06,-2.981818181818181
231,294.4,-0.97,-3.286e-06,-2.987272727272727
232,295.7,-0.976375,-3.287e-06,-2.988181818181818
233,297.0,-0.98275,-3.293e-06,-2.993636363636364
234,298.2,-0.989125,-3.286e-06,-2.987272727272727
235,299.5,-0.995625,-3.301e-06,-3.0009090909090905
236,300.8,-1.002,-3.313e-06,-3.0118181818181813
237,302.1,-1.008375,-3.322e-06,-3.02
238,303.4,-1.01475,-3.331e-06,-3.028181818181818
239,304.6,-1.021125,-3.357e-06,-3.0518181818181813
240,305.9,-1.027625,-3.364e-06,-3.0581818181818177
241,307.2,-1.034,-3.378e-06,-3.070909090909091
242,308.5,-1.040375,-3.408e-06,-3.0981818181818177
243,309.8,-1.04675,-3.438e-06,-3.125454545454545
244,311.0,-1.053125,-3.465e-06,-3.1499999999999995
245,312.3,-1.059625,-3.491e-06,-3.173636363636364
246,313.6,-1.066,-3.527e-06,-3.206363636363636
247,314.9,-1.072375,-3.563e-06,-3.239090909090909
248,316.2,-1.07875,-3.59e-06,-3.2636363636363632
249,317.4,-1.085125,-3.638e-06,-3.307272727272727
250,318.7,-1.0915,-3.686e-06,-3.3509090909090906
251,320.0,-1.098,-3.73e-06,-3.3909090909090907
252,321.3,-1.104375,-3.776e-06,-3.432727272727272
253,322.6,-1.11075,-3.826e-06,-3.4781818181818185
254,323.8,-1.117125,-3.877e-06,-3.5245454545454544
255,325.1,-1.1235,-3.918e-06,-3.561818181818181
256,326.4,-1.13,-3.987e-06,-3.624545454545456
257,327.7,-1.136375,-4.05e-06,-3.681818181818181
258,329.0,-1.14275,-4.098e-06,-3.725454545454546
259,330.2,-1.149125,-4.154e-06,-3.776363636363637
260,331.5,-1.1555,-4.221e-06,-3.837272727272727
261,332.8,-1.162,-4.264e-06,-3.876363636363637
262,334.1,-1.168375,-4.322e-06,-3.9290909090909087
263,335.4,-1.17475,-4.399e-06,-3.9990909090909086
264,336.6,-1.181125,-4.459e-06,-4.053636363636363
265,337.9,-1.1875,-4.513e-06,-4.102727272727273
266,339.2,-1.194,-4.565e-06,-4.15
267,340.5,-1.200375,-4.62e-06,-4.2
268,341.8,-1.20675,-4.667e-06,-4.242727272727273
269,343.0,-1.213125,-4.736e-06,-4.305454545454545
270,344.3,-1.2195,-4.778e-06,-4.343636363636363
271,345.6,-1.226,-4.835e-06,-4.3954545454545455
272,346.9,-1.232375,-4.88e-06,-4.436363636363636
273,348.2,-1.23875,-4.926e-06,-4.478181818181818
274,349.4,-1.245125,-4.953e-06,-4.502727272727272
275,350.7,-1.2515,-5.001e-06,-4.546363636363636
276,352.0,-1.257875,-5.035e-06,-4.577272727272727
277,353.3,-1.264375,-5.077e-06,-4.615454545454545
278,354.6,-1.27075,-5.121e-06,-4.655454545454544
279,355.8,-1.277125,-5.136e-06,-4.669090909090908
280,357.1,-1.2835,-5.166e-06,-4.696363636363636
281,358.4,-1.289875,-5.203e-06,-4.73
282,359.7,-1.296375,-5.221e-06,-4.746363636363636
283,361.0,-1.30275,-5.242e-06,-4.765454545454545
284,362.2,-1.309125,-5.262e-06,-4.783636363636363
285,363.5,-1.3155,-5.276e-06,-4.796363636363636
286,364.8,-1.321875,-5.292e-06,-4.810909090909092
287,366.1,-1.328375,-5.305e-06,-4.822727272727272
288,367.4,-1.33475,-5.329e-06,-4.844545454545454
289,368.6,-1.341125,-5.334e-06,-4.84909090909091
290,369.9,-1.3475,-5.346e-06,-4.859999999999999
291,371.2,-1.353875,-5.344e-06,-4.858181818181818
292,372.5,-1.36025,-5.349e-06,-4.862727272727272
293,373.8,-1.36675,-5.348e-06,-4.861818181818181
294,375.0,-1.373125,-5.349e-06,-4.862727272727272
295,376.3,-1.3795,-5.356e-06,-4.869090909090908
296,377.6,-1.385875,-5.33e-06,-4.845454545454545
297,378.9,-1.39225,-5.335e-06,-4.85
298,380.2,-1.39875,-5.319e-06,-4.835454545454545
299,381.4,-1.405125,-5.314e-06,-4.83090909090909
300,382.7,-1.4115,-5.313e-06,-4.829999999999999
301,384.0,-1.417875,-5.286e-06,-4.805454545454545
302,385.3,-1.424375,-5.274e-06,-4.794545454545454
303,386.6,-1.43075,-5.248e-06,-4.7709090909090905
304,387.8,-1.437125,-5.233e-06,-4.757272727272727
305,389.1,-1.4435,-5.21e-06,-4.736363636363636
306,390.4,-1.449875,-5.19e-06,-4.718181818181818
307,391.7,-1.45625,-5.162e-06,-4.692727272727272
308,393.0,-1.46275,-5.139e-06,-4.671818181818182
309,394.2,-1.469125,-5.124e-06,-4.658181818181818
310,395.5,-1.4755,-5.095e-06,-4.631818181818182
311,396.8,-1.481875,-5.069e-06,-4.6081818181818175
312,398.1,-1.48825,-5.041e-06,-4.582727272727272
313,399.4,-1.49475,-5.02e-06,-4.563636363636364
314,400.6,-1.49775,-4.921e-06,-4.473636363636364
315,401.9,-1.491875,-4.747e-06,-4.315454545454545
316,403.2,-1.4855,-4.612e-06,-4.192727272727272
317,404.5,-1.479,-4.518e-06,-4.107272727272727
318,405.8,-1.472625,-4.418e-06,-4.016363636363637
319,407.0,-1.46625,-4.339e-06,-3.944545454545455
320,408.3,-1.459875,-4.251e-06,-3.864545454545454
321,409.6,-1.453375,-4.189e-06,-3.808181818181818
322,410.9,-1.447,-4.13e-06,-3.754545454545454
323,412.2,-1.440625,-4.05e-06,-3.681818181818181
324,413.4,-1.43425,-3.99e-06,-3.627272727272727
325,414.7,-1.427875,-3.932e-06,-3.5745454545454542
326,416.0,-1.421375,-3.882e-06,-3.529090909090909
327,417.3,-1.415,-3.825e-06,-3.477272727272726
328,418.6,-1.408625,-3.766e-06,-3.423636363636364
329,419.8,-1.40225,-3.721e-06,-3.3827272727272724
330,421.1,-1.395875,-3.659e-06,-3.326363636363636
331,422.4,-1.389375,-3.609e-06,-3.2809090909090908
332,423.7,-1.383,-3.568e-06,-3.243636363636364
333,425.0,-1.376625,-3.528e-06,-3.207272727272727
334,426.2,-1.37025,-3.474e-06,-3.158181818181818
335,427.5,-1.36375,-3.43e-06,-3.118181818181818
336,428.8,-1.357375,-3.38e-06,-3.0727272727272723
337,430.1,-1.351,-3.337e-06,-3.033636363636364
338,431.4,-1.344625,-3.305e-06,-3.0045454545454544
339,432.6,-1.33825,-3.261e-06,-2.9645454545454544
340,433.9,-1.33175,-3.214e-06,-2.921818181818181
341,435.2,-1.325375,-3.164e-06,-2.8763636363636365
342,436.5,-1.319,-3.141e-06,-2.855454545454545
